0;96da96da96da96da96da96da96da96da96da96da96da96da96da96da96da96da;[[-72, 0, 0], [-72, 1, 0], [-72, 2, 0]]
1;da49da49da49da49da49da49da49da49da49da49da49da49da49da49da49da49;[[-72, 0, 60], [-72, 1, 60], [-72, 2, 60]]
2;4b6d4b6d4b6d4b6d4b6d4b6d4b6d4b6d4b6d4b6d4b6d4b6d4b6d4b6d4b6d4b6d;[[-72, 0, 120], [-72, 1, 120], [-72, 2, 120]]
3;6925692569256925692569256925692569256925692569256925692569256925;[[-72, 0, 180], [-72, 1, 180], [-72, 2, 180]]
4;25b625b625b625b625b625b625b625b625b625b625b625b625b625b625b625b6;[[-72, 0, 240], [-72, 1, 240], [-72, 2, 240]]
5;b492b492b492b492b492b492b492b492b492b492b492b492b492b492b492b492;[[-72, 0, 300], [-72, 1, 300], [-72, 2, 300]]
6;9249924992499249924992499249924992499249924992499249924992499249;[[-72, 3, 0], [-72, 4, 0], [-72, 5, 0], [-72, 6, 0]]
7;db6ddb6ddb6ddb6ddb6ddb6ddb6ddb6ddb6ddb6ddb6ddb6ddb6ddb6ddb6ddb6d;[[-72, 3, 60], [-72, 4, 60], [-72, 5, 60], [-72, 6, 60]]
8;4924492449244924492449244924492449244924492449244924492449244924;[[-72, 3, 120], [-72, 4, 120], [-72, 5, 120], [-72, 6, 120]]
9;6db66db66db66db66db66db66db66db66db66db66db66db66db66db66db66db6;[[-72, 3, 180], [-72, 4, 180], [-72, 5, 180], [-72, 6, 180]]
10;2492249224922492249224922492249224922492249224922492249224922492;[[-72, 3, 240], [-72, 4, 240], [-72, 5, 240], [-72, 6, 240]]
11;b6dbb6dbb6dbb6dbb6dbb6dbb6dbb6dbb6dbb6dbb6dbb6dbb6dbb6dbb6dbb6db;[[-72, 3, 300], [-72, 4, 300], [-72, 5, 300], [-72, 6, 300]]
12;9b649b649b649b649b649b649b649b649b649b649b649b649b649b649b649b64;[[-72, 7, 0], [-72, 8, 0], [-72, 9, 0], [-72, 10, 0]]
13;d936d936d936d936d936d936d936d936d936d936d936d936d936d936d936d936;[[-72, 7, 60], [-72, 8, 60], [-72, 9, 60], [-72, 10, 60]]
14;4d924d924d924d924d924d924d924d924d924d924d924d924d924d924d924d92;[[-72, 7, 120], [-72, 8, 120], [-72, 9, 120], [-72, 10, 120]]
