0;-61.21792984
1;-61.21907043
2;-61.21767426
3;-61.22208405
4;-61.21112823
5;-61.22149658
6;-61.21689987
7;-61.22006226
8;-61.22050095
9;-61.22285843
10;-61.22686768
11;-61.22149658
12;-61.21829605
13;-61.2201004
14;-61.22245407
15;-61.22602463
16;-61.21884918
17;-61.21789169
18;-61.21723175
19;-61.22315216
20;-61.22094727
21;-61.21995163
22;-61.23202515
23;-61.2227478
24;-61.22344589
25;-61.22911453
26;-61.22234344
27;-61.21848297
28;-61.22160721
29;-61.22495651
