-46.70075942420959,-44.99466064834595,-48.93914243125916,-50.23832523727417,-42.47576392936706,-39.82441952896118,-44.45100205421448,-42.700863653182985,-48.27907339286804,-49.73079157066345,-46.26587910270691,-47.62619389152527,-43.87240452957153,-45.0630327835083,-50.09625047111511
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
-35.919208854436874,-38.233585834503174,-40.638683408498764,-43.97610127925873,-38.03701391816139,-40.23868075013161,-42.19444313645363,-40.24795547127724,-44.34018078446388,-44.83570942282677,-45.926704078912735,-46.54458129405975,-51.469661980867386,-42.23467096686363,-49.64682260155678
-36.48214370012283,-39.44757843017578,-40.638683408498764,-43.97610127925873,-38.03701391816139,-39.936657816171646,-42.19444313645363,-40.24795547127724,-44.14913696050644,-42.92075273394585,-45.720338344573975,-46.76062896847725,-52.16354537010193,-42.23467096686363,-49.24948766827583
-36.86294513940811,-39.44757843017578,-40.638683408498764,-43.97610127925873,-38.03701391816139,-40.23868075013161,-42.19444313645363,-40.24795547127724,-44.14913696050644,-42.92075273394585,-45.720338344573975,-46.54458129405975,-52.16354537010193,-42.23467096686363,-49.24948766827583
-36.48214370012283,-39.92721116542816,-40.949889183044434,-44.44269475340843,-37.64239138364792,-39.936657816171646,-41.95240643620491,-40.14285832643509,-44.14913696050644,-42.92075273394585,-45.720338344573975,-46.76062896847725,-52.32944318652153,-42.30974555015564,-49.24948766827583
-36.48214370012283,-39.44757843017578,-40.638683408498764,-43.97610127925873,-38.03701391816139,-39.936657816171646,-42.19444313645363,-40.24795547127724,-44.14913696050644,-42.92075273394585,-45.720338344573975,-46.86788660287857,-52.16354537010193,-42.23467096686363,-49.24948766827583
-36.48214370012283,-39.44757843017578,-40.638683408498764,-43.97610127925873,-38.03701391816139,-39.936657816171646,-42.19444313645363,-40.24795547127724,-44.14913696050644,-42.92075273394585,-45.720338344573975,-46.76062896847725,-52.16354537010193,-42.23467096686363,-49.24948766827583
-36.48214370012283,-39.44757843017578,-40.638683408498764,-43.97610127925873,-38.03701391816139,-39.936657816171646,-42.19444313645363,-40.24795547127724,-44.14913696050644,-42.92075273394585,-45.720338344573975,-46.76062896847725,-52.16354537010193,-42.23467096686363,-49.24948766827583
-36.86294513940811,-39.44757843017578,-40.638683408498764,-43.97610127925873,-38.03701391816139,-40.23868075013161,-42.19444313645363,-40.24795547127724,-44.14913696050644,-42.92075273394585,-45.720338344573975,-46.54458129405975,-52.16354537010193,-42.23467096686363,-49.24948766827583
-36.48214370012283,-39.44757843017578,-40.638683408498764,-43.97610127925873,-38.03701391816139,-39.936657816171646,-42.19444313645363,-40.24795547127724,-44.14913696050644,-42.92075273394585,-45.720338344573975,-46.76062896847725,-52.16354537010193,-42.23467096686363,-49.24948766827583
-36.48214370012283,-39.44757843017578,-40.638683408498764,-43.97610127925873,-38.03701391816139,-39.936657816171646,-42.19444313645363,-40.24795547127724,-44.14913696050644,-42.92075273394585,-45.720338344573975,-46.86788660287857,-52.16354537010193,-42.23467096686363,-49.24948766827583
,,,,,,,,,,,,,,
-35.919208854436874,-38.233585834503174,-40.638683408498764,-43.97610127925873,-38.03701391816139,-39.936657816171646,-42.19444313645363,-40.24795547127724,-44.14913696050644,-42.92075273394585,-45.720338344573975,-46.76062896847725,-51.469661980867386,-42.23467096686363,-49.24948766827583
-35.919208854436874,-38.233585834503174,-40.638683408498764,-43.97610127925873,-38.03701391816139,-39.936657816171646,-42.19444313645363,-40.24795547127724,-44.14913696050644,-43.96100363135338,-45.720338344573975,-46.68451589345932,-51.469661980867386,-42.23467096686363,-49.24948766827583
-35.919208854436874,-38.233585834503174,-40.638683408498764,-43.97610127925873,-38.03701391816139,-39.936657816171646,-42.19444313645363,-40.24795547127724,-44.14913696050644,-42.92075273394585,-45.720338344573975,-46.76062896847725,-51.469661980867386,-42.23467096686363,-49.24948766827583
-35.919208854436874,-38.233585834503174,-40.638683408498764,-43.97610127925873,-38.03701391816139,-39.936657816171646,-42.19444313645363,-40.24795547127724,-44.14913696050644,-42.92075273394585,-45.720338344573975,-46.76062896847725,-51.469661980867386,-42.23467096686363,-49.24948766827583
-35.919208854436874,-38.233585834503174,-40.638683408498764,-43.97610127925873,-38.03701391816139,-39.936657816171646,-42.19444313645363,-40.24795547127724,-44.14913696050644,-42.92075273394585,-45.720338344573975,-46.76062896847725,-52.16354537010193,-42.23467096686363,-49.24948766827583
