All elements turn off;5500000000.0;-64.75;1
All elements turn on;5500000000.0;-64.75;2
Only first element turn on;5500000000.0;-64.70;3
Only last element turn on;5500000000.0;-64.71;4
Left side on;5500000000.0;-64.78;5
Right side on;5500000000.0;-65.49;6
Upper half on;5500000000.0;-63.52;7
Lower half on;5500000000.0;-63.52;8
Vertical strips [1010];5500000000.0;-66.02;9
Vertical strips [0101];5500000000.0;-65.67;10
Horizontal strips [1010];5500000000.0;-63.47;11
Horizontal strips [0101];5500000000.0;-63.47;12
Chessboard [1010/0101];5500000000.0;-63.65;13
Chessboard [0101/1010];5500000000.0;-63.64;14
Thick vertical strips [1100];5500000000.0;-63.65;15
Thick vertical strips [0011];5500000000.0;-65.06;16
Thicker vertical strips [11110000];5500000000.0;-65.06;17
Thicker vertical strips [00001111];5500000000.0;-65.34;18
Thick horizontal strips [1100];5500000000.0;-64.62;19
Thick horizontal strips [0011];5500000000.0;-64.62;20
Chessboard [11001100/00110011];5500000000.0;-65.89;21
Chest;5500000000.0;-65.69;22
Dartboard;5500000000.0;-65.08;23
Random 1;5500000000.0;-64.76;24
Random 2;5500000000.0;-64.41;25
Random 3;5500000000.0;-64.42;26
Random 4;5500000000.0;-64.67;27
