All elements turn off;5500000000.0;-71.87;1
All elements turn on;5500000000.0;-71.65;2
Only first element turn on;5500000000.0;-71.65;3
Only last element turn on;5500000000.0;-71.84;4
Left side on;5500000000.0;-70.40;5
Right side on;5500000000.0;-70.41;6
Upper half on;5500000000.0;-71.96;7
Lower half on;5500000000.0;-71.56;8
Vertical strips [1010];5500000000.0;-71.57;9
Vertical strips [0101];5500000000.0;-71.85;10
Horizontal strips [1010];5500000000.0;-71.94;11
Horizontal strips [0101];5500000000.0;-71.94;12
Chessboard [1010/0101];5500000000.0;-71.87;13
Chessboard [0101/1010];5500000000.0;-71.86;14
Thick vertical strips [1100];5500000000.0;-71.66;15
Thick vertical strips [0011];5500000000.0;-71.64;16
Thicker vertical strips [11110000];5500000000.0;-68.47;17
Thicker vertical strips [00001111];5500000000.0;-68.47;18
Thick horizontal strips [1100];5500000000.0;-71.50;19
Thick horizontal strips [0011];5500000000.0;-71.48;20
Chessboard [11001100/00110011];5500000000.0;-71.69;21
Chest;5500000000.0;-71.43;22
Dartboard;5500000000.0;-71.36;23
Random 1;5500000000.0;-72.15;24
Random 2;5500000000.0;-71.14;25
Random 3;5500000000.0;-71.24;26
Random 4;5500000000.0;-71.26;27
