All elements turn off;5500000000.0;-76.74;1
All elements turn on;5500000000.0;-74.43;2
Only first element turn on;5500000000.0;-74.48;3
Only last element turn on;5500000000.0;-77.06;4
Left side on;5500000000.0;-75.30;5
Right side on;5500000000.0;-75.37;6
Upper half on;5500000000.0;-75.33;7
Lower half on;5500000000.0;-75.36;8
Vertical strips [1010];5500000000.0;-75.15;9
Vertical strips [0101];5500000000.0;-75.13;10
Horizontal strips [1010];5500000000.0;-75.04;11
Horizontal strips [0101];5500000000.0;-75.06;12
Chessboard [1010/0101];5500000000.0;-75.05;13
Chessboard [0101/1010];5500000000.0;-75.03;14
Thick vertical strips [1100];5500000000.0;-75.03;15
Thick vertical strips [0011];5500000000.0;-75.09;16
Thicker vertical strips [11110000];5500000000.0;-75.52;17
Thicker vertical strips [00001111];5500000000.0;-75.51;18
Thick horizontal strips [1100];5500000000.0;-75.56;19
Thick horizontal strips [0011];5500000000.0;-75.54;20
Chessboard [11001100/00110011];5500000000.0;-75.40;21
Chest;5500000000.0;-74.93;22
Dartboard;5500000000.0;-74.93;23
Random 1;5500000000.0;-75.30;24
Random 2;5500000000.0;-75.31;25
Random 3;5500000000.0;-75.31;26
Random 4;5500000000.0;-75.30;27
