All elements turn off;5500000000.0;-75.97;1
All elements turn on;5500000000.0;-76.04;2
Only first element turn on;5500000000.0;-76.02;3
Only last element turn on;5500000000.0;-75.88;4
Left side on;5500000000.0;-75.50;5
Right side on;5500000000.0;-75.59;6
Upper half on;5500000000.0;-74.48;7
Lower half on;5500000000.0;-74.45;8
Vertical strips [1010];5500000000.0;-77.02;9
Vertical strips [0101];5500000000.0;-77.06;10
Horizontal strips [1010];5500000000.0;-77.13;11
Horizontal strips [0101];5500000000.0;-77.56;12
Chessboard [1010/0101];5500000000.0;-77.30;13
Chessboard [0101/1010];5500000000.0;-77.47;14
Thick vertical strips [1100];5500000000.0;-76.75;15
Thick vertical strips [0011];5500000000.0;-76.87;16
Thicker vertical strips [11110000];5500000000.0;-76.84;17
Thicker vertical strips [00001111];5500000000.0;-76.86;18
Thick horizontal strips [1100];5500000000.0;-76.97;19
Thick horizontal strips [0011];5500000000.0;-76.61;20
Chessboard [11001100/00110011];5500000000.0;-76.56;21
Chest;5500000000.0;-77.20;22
Dartboard;5500000000.0;-77.09;23
Random 1;5500000000.0;-77.50;24
Random 2;5500000000.0;-77.46;25
Random 3;5500000000.0;-75.16;26
Random 4;5500000000.0;-75.26;27
