0.0;1;5200000000.0;-74.08
0.0;2;5200000000.0;-74.38
0.0;3;5200000000.0;-74.19
0.0;4;5200000000.0;-74.18
0.0;5;5200000000.0;-73.61
0.0;6;5200000000.0;-73.49
0.0;7;5200000000.0;-76.84
0.0;8;5200000000.0;-76.64
0.0;9;5200000000.0;-74.74
0.0;10;5200000000.0;-74.55
0.0;11;5200000000.0;-76.02
0.0;12;5200000000.0;-75.86
0.0;13;5200000000.0;-76.24
0.0;14;5200000000.0;-75.97
0.0;15;5200000000.0;-75.80
0.0;16;5200000000.0;-74.58
0.0;17;5200000000.0;-73.62
0.0;18;5200000000.0;-74.13
0.0;19;5200000000.0;-76.30
0.0;20;5200000000.0;-74.77
0.0;21;5200000000.0;-75.34
0.0;22;5200000000.0;-72.71
0.0;23;5200000000.0;-71.82
0.0;24;5200000000.0;-72.27
0.0;25;5200000000.0;-73.46
0.0;26;5200000000.0;-74.38
0.0;27;5200000000.0;-75.20
1.8;1;5200000000.0;-75.71
1.8;2;5200000000.0;-75.18
1.8;3;5200000000.0;-78.45
1.8;4;5200000000.0;-78.36
1.8;5;5200000000.0;-78.92
1.8;6;5200000000.0;-79.47
1.8;7;5200000000.0;-83.18
1.8;8;5200000000.0;-84.18
1.8;9;5200000000.0;-79.00
1.8;10;5200000000.0;-79.28
1.8;11;5200000000.0;-83.28
1.8;12;5200000000.0;-83.09
1.8;13;5200000000.0;-82.53
1.8;14;5200000000.0;-83.83
1.8;15;5200000000.0;-80.73
1.8;16;5200000000.0;-79.31
1.8;17;5200000000.0;-77.14
1.8;18;5200000000.0;-76.97
1.8;19;5200000000.0;-78.02
1.8;20;5200000000.0;-80.84
1.8;21;5200000000.0;-78.67
1.8;22;5200000000.0;-76.46
1.8;23;5200000000.0;-76.21
1.8;24;5200000000.0;-76.26
1.8;25;5200000000.0;-78.51
1.8;26;5200000000.0;-78.04
1.8;27;5200000000.0;-78.73
3.6;1;5200000000.0;-75.96
3.6;2;5200000000.0;-74.97
3.6;3;5200000000.0;-73.80
3.6;4;5200000000.0;-74.91
3.6;5;5200000000.0;-74.95
3.6;6;5200000000.0;-75.19
3.6;7;5200000000.0;-75.23
3.6;8;5200000000.0;-75.09
3.6;9;5200000000.0;-74.15
3.6;10;5200000000.0;-74.11
3.6;11;5200000000.0;-74.55
3.6;12;5200000000.0;-73.98
3.6;13;5200000000.0;-73.96
3.6;14;5200000000.0;-75.06
3.6;15;5200000000.0;-74.91
3.6;16;5200000000.0;-74.13
3.6;17;5200000000.0;-74.19
3.6;18;5200000000.0;-74.38
3.6;19;5200000000.0;-74.02
3.6;20;5200000000.0;-74.32
3.6;21;5200000000.0;-74.37
3.6;22;5200000000.0;-75.35
3.6;23;5200000000.0;-75.82
3.6;24;5200000000.0;-75.22
3.6;25;5200000000.0;-76.26
3.6;26;5200000000.0;-76.12
3.6;27;5200000000.0;-75.12
5.4;1;5200000000.0;-69.84
5.4;2;5200000000.0;-69.70
5.4;3;5200000000.0;-69.88
5.4;4;5200000000.0;-72.02
5.4;5;5200000000.0;-72.30
5.4;6;5200000000.0;-69.94
5.4;7;5200000000.0;-69.18
5.4;8;5200000000.0;-69.35
5.4;9;5200000000.0;-70.19
5.4;10;5200000000.0;-70.03
5.4;11;5200000000.0;-69.64
5.4;12;5200000000.0;-70.03
5.4;13;5200000000.0;-69.71
5.4;14;5200000000.0;-69.95
5.4;15;5200000000.0;-69.71
5.4;16;5200000000.0;-69.30
5.4;17;5200000000.0;-69.97
5.4;18;5200000000.0;-69.69
