All elements turn off;5500000000.0;-89.04;1
All elements turn on;5500000000.0;-89.05;2
Only first element turn on;5500000000.0;-89.01;3
Only last element turn on;5500000000.0;-89.14;4
Left side on;5500000000.0;-88.52;5
Right side on;5500000000.0;-88.72;6
Upper half on;5500000000.0;-89.69;7
Lower half on;5500000000.0;-89.02;8
Vertical strips [1010];5500000000.0;-89.19;9
Vertical strips [0101];5500000000.0;-89.24;10
Horizontal strips [1010];5500000000.0;-88.87;11
Horizontal strips [0101];5500000000.0;-88.72;12
Chessboard [1010/0101];5500000000.0;-88.43;13
Chessboard [0101/1010];5500000000.0;-88.22;14
Thick vertical strips [1100];5500000000.0;-89.55;15
Thick vertical strips [0011];5500000000.0;-88.72;16
Thicker vertical strips [11110000];5500000000.0;-88.21;17
Thicker vertical strips [00001111];5500000000.0;-87.16;18
Thick horizontal strips [1100];5500000000.0;-87.96;19
Thick horizontal strips [0011];5500000000.0;-88.55;20
Chessboard [11001100/00110011];5500000000.0;-89.26;21
Chest;5500000000.0;-87.38;22
Dartboard;5500000000.0;-87.78;23
Random 1;5500000000.0;-87.09;24
Random 2;5500000000.0;-87.38;25
Random 3;5500000000.0;-88.40;26
Random 4;5500000000.0;-87.51;27
