Połączenie kablem we-wy,0.001,
-43.900264366149905,-43.90258522033692,
-43.90145957565308,-43.90334219741821,
-43.90165497589111,-43.901944858551026,
-43.90340366744995,-43.90410810470581,
-43.90310894775391,-43.90381408691406,
-43.90340813446045,-43.90339112472534,
-43.90274337387085,-43.903169021606445,
-43.90313116455078,-43.90580391311646,
-43.90492248916626,-43.90446449279785,
-43.90399655914307,-43.904647705078126,
-43.90372037124634,-43.90472479248047,
-43.90496460342407,-43.90595291519165,
-43.903689723968505,-43.905142597198484,
-43.90550783920288,-43.904704570770264,
-43.903741256713865,-43.9029195022583,
-43.904224124908446,-43.90658065795898,
-43.90583116912842,-43.90625983047485,
-43.90564440155029,-43.90663855361939,
-43.90511605072022,-43.90651477050781,
-43.90573719024658,-43.90603017425537,
-43.9063102684021,-43.90564916992187,
-43.905962856292724,-43.906472526550296,
-43.9058353881836,-43.90575215148926,
-43.90531396102905,-43.90407739639282,
-43.9061637878418,-43.90467527008057,
-43.9056326751709,-43.90611629104614,
-43.90513482666016,-43.905305103302005,
-43.905233108520505,-43.90436739349365,
-43.90590903472901,-43.90506843948364,
-43.905135166168215,-43.90508196258545,
-43.90495729827881,-43.90523035430908,
-43.90505365371704,-43.90637431335449,
-43.90608940505982,-43.90609726333618,
-43.90546732330322,-43.90637423706055,
-43.90747839736939,-43.906752140045164,
-43.90585691833496,-43.906723175048825,
-43.90606601333618,-43.90557134628296,
-43.90634231185913,-43.90675651168823,
-43.9045609741211,-43.90559733200073,
-43.90644052886963,-43.90607158660889,
-43.9071972732544,-43.905609375,
-43.905621757507326,-43.905072467803954,
-43.90529560470581,-43.90618976974487,
-43.90504665756226,-43.90555366897583,
-43.90527941131592,-43.90432963180542,
-43.90582540512085,-43.905762199401856,
-43.904791217803954,-43.905395084381105,
-43.906924587249755,-43.90467001342773,
-43.90625171279907,-43.90445634078979,
-43.90525630187988,-43.90519242858887,
-43.905604484558104,-43.906059089660644,
-43.90725762176514,-43.905288425445555,
-43.90578689575195,-43.906282146453854,
-43.90497673797607,-43.90502400970459,
-43.90606279754639,-43.90496820449829,
-43.90590632247925,-43.90688756561279,
-43.90514819335937,-43.90512740325928,
-43.90528690719604,-43.905070430755615,
-43.90523682403565,-43.90753064346313,
-43.90471097183227,-43.905030044555666,
-43.90548324966431,-43.90460813522339,
-43.906360786437986,-43.90495301818848,
-43.90502110671997,-43.90471189498901,
-43.90583364105225,-43.90563887023926,
-43.905257667541505,-43.905362071990965,
-43.905385498046876,-43.90528239440918,
-43.90503800582886,-43.90521918487549,
-43.90467942047119,-43.90504030227661,
-43.90507315063476,-43.904206043243406,
-43.90540210342407,-43.90586519241333,
-43.90576212310791,-43.90510932159424,
-43.90381106567383,-43.90468984222412,
-43.904819763183596,-43.90469329833984,
-43.90506742477417,-43.90509634017944,
-43.90430438613892,-43.90474374771118,
-43.90510063934326,-43.90463581085205,
-43.90589337539673,-43.90513414764404,
-43.90397193145752,-43.90410165405273,
-43.90444103622436,-43.90548404312134,
-43.904240890502926,-43.904874382019045,
-43.90519343566895,-43.904932521820065,
-43.90579502487183,-43.90533681488037,
-43.904122215270995,-43.904300830841066,
-43.90535862350464,-43.90611988067627,
-43.90461601257324,-43.9041044883728,
-43.904797470092774,-43.90482891845703,
-43.90575771331787,-43.90352044677734,
-43.90500261306763,-43.9059303817749,
-43.904773834228514,-43.90490498733521,
-43.905576030731204,-43.905415100097656,
-43.90464235305786,-43.904786647796634,
-43.90511316299438,-43.90447216796875,
-43.90564870071411,-43.9034907836914,
-43.90412855529785,-43.90497581100464,
-43.90461678314209,-43.90551685714722,
-43.902718074798585,-43.90438747787476,
-43.904964447021484,-43.90583847427368,
-43.90454459381103,-43.90456720352173,
-43.903903827667236,-43.904197998046875,
-43.904158992767336,-43.90358257293701,
Połączenie kablem we-wy,0.002,
-43.90767980575561,-43.90863756942749,
-43.90804007339477,-43.90839889526367,
-43.9071593132019,-43.90761125946045,
-43.906467945098875,-43.90588019561768,
-43.90700872802734,-43.90666030883789,
-43.906799167633054,-43.90630210876465,
-43.90666429901123,-43.90576750183106,
-43.90633681488037,-43.906581024169924,
-43.90749754333496,-43.906144912719725,
-43.906333427429196,-43.90498148345947,
-43.90673139572144,-43.90576277160645,
-43.90564632034302,-43.906483451843265,
-43.9059542388916,-43.90569403457641,
-43.907330852508544,-43.90607019805908,
-43.906173915863036,-43.90553084945679,
-43.905900856018064,-43.90408291625977,
-43.90424256515503,-43.9062529296875,
-43.904676261901855,-43.9053688621521,
-43.90483533477783,-43.90557744598389,
-43.905327777862546,-43.90488019180298,
-43.90503454208374,-43.905029373168944,
-43.90448948669434,-43.905815238952634,
-43.904467601776126,-43.905642417907714,
-43.90445936584473,-43.9043064994812,
-43.90406344985962,-43.90548490905762,
-43.90483784103394,-43.90382618331909,
-43.90453242111206,-43.904947971343994,
-43.90532969665527,-43.90462028121948,
-43.90432641601563,-43.90475031280518,
-43.90520719528198,-43.90356344223022,
-43.90450625610352,-43.904717464447025,
-43.904809257507324,-43.905135578155516,
-43.90591744232178,-43.9047494430542,
-43.904662895202634,-43.90533542251587,
-43.90482645797729,-43.90432554244995,
-43.90532217407227,-43.904836097717286,
-43.90405876541138,-43.90486800003052,
-43.90439217376709,-43.90429243850708,
-43.9044677772522,-43.903336612701416,
-43.904857189178465,-43.90377296066284,
-43.90331944274902,-43.90384356689453,
-43.90373223114014,-43.903982433319094,
-43.905466884613034,-43.90450931549072,
-43.903918910980224,-43.90347231674194,
-43.90450497055054,-43.903775276184085,
-43.902756832122805,-43.90417074584961,
-43.90448417282104,-43.90487398529053,
-43.90387759780884,-43.90248152160645,
-43.90418323516846,-43.903816806793216,
-43.902920124053956,-43.9041039390564,
-43.903692352294925,-43.90373058319092,
-43.90312129974365,-43.90287615203857,
-43.901996166229246,-43.903615314483645,
-43.90336265563965,-43.90380491638184,
-43.90413720703125,-43.90275355148315,
-43.9042318649292,-43.90235864257812,
-43.903132217407226,-43.902812084198,
-43.90304370498657,-43.903410774230956,
-43.90309593582153,-43.90292475128174,
-43.90303848648071,-43.902755104064944,
-43.90348663711548,-43.90283696365356,
-43.902765495300294,-43.90296784591675,
-43.90280977249145,-43.90334498214722,
-43.90341053771973,-43.90315927505493,
-43.90354431915283,-43.90328309631348,
-43.90357962036133,-43.9019902305603,
-43.903252353668215,-43.90334376144409,
-43.9027096824646,-43.90316598892212,
-43.904124744415284,-43.90384885025024,
-43.90282785415649,-43.905003242492675,
-43.90427000808716,-43.90340926742554,
-43.902656215667726,-43.90395411300659,
-43.90347729492188,-43.90253148269653,
-43.903590999603274,-43.90388214492798,
-43.903262004852294,-43.90353673934936,
-43.90303422546387,-43.90339832305908,
-43.903025123596194,-43.9033670539856,
-43.90259190368652,-43.90281834411621,
