All elements turn off;5500000000.0;-77.91;1
All elements turn on;5500000000.0;-77.24;2
Only first element turn on;5500000000.0;-77.29;3
Only last element turn on;5500000000.0;-77.93;4
Left side on;5500000000.0;-77.51;5
Right side on;5500000000.0;-77.40;6
Upper half on;5500000000.0;-77.60;7
Lower half on;5500000000.0;-77.32;8
Vertical strips [1010];5500000000.0;-77.37;9
Vertical strips [0101];5500000000.0;-77.53;10
Horizontal strips [1010];5500000000.0;-77.53;11
Horizontal strips [0101];5500000000.0;-77.46;12
Chessboard [1010/0101];5500000000.0;-77.41;13
Chessboard [0101/1010];5500000000.0;-77.42;14
Thick vertical strips [1100];5500000000.0;-77.26;15
Thick vertical strips [0011];5500000000.0;-77.25;16
Thicker vertical strips [11110000];5500000000.0;-77.48;17
Thicker vertical strips [00001111];5500000000.0;-77.51;18
Thick horizontal strips [1100];5500000000.0;-77.59;19
Thick horizontal strips [0011];5500000000.0;-77.51;20
Chessboard [11001100/00110011];5500000000.0;-77.40;21
Chest;5500000000.0;-77.39;22
Dartboard;5500000000.0;-77.28;23
Random 1;5500000000.0;-77.25;24
Random 2;5500000000.0;-77.44;25
Random 3;5500000000.0;-77.54;26
Random 4;5500000000.0;-77.56;27
