
0x0000000000000000000000000000000000000000000000000000000000000000;-62.72671509
0x0000000000000000000000000000000000000000000000000000000000000000;-62.72671509
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000000000000000000000000000000000000000000;-61.57257843
0x2000000000000000000000000080000000000000000000000000000000000000;-61.56778717
0x2000000000000000000000000080000000000000000000000000000000000000;-61.56778717
0x2000000000000000000000000080000000000000000000000000000000000000;-61.56778717
0x2000000000000000000000000080000000000000000000000000000000000000;-61.56778717
0x2000000000000000000000000080000000000000000000000000000000000000;-61.56778717
0x2000000000000000000000000080000000000000000000000000000000000000;-61.56778717
0x2000000000000000000000000080000000000000000000000000000000000000;-61.56778717
0x2000000000000000000000000080000000000000000000000000000000000000;-61.56778717
0x2000000000000000000000000080000000000000000000000000000000000000;-61.56778717
0x2000000000000000000000000080000000000000000000000000000000000000;-61.56778717
0x2000000000000000000000000080000000000000000000000000000000000000;-61.56778717
0x2000000000000000000000000080100000000000000000000000000000000000;-61.32843399
0x2000000000000000000000000080180000000000000000000000000000000000;-61.0583725
0x2000000000000000000000000080180000000000000000000000000000000000;-61.0583725
0x2000000000000000000000000080180000000000000000000000000000000000;-61.0583725
0x2000000000000000000000000080180000000000000000000000000000000000;-61.0583725
0x2000000000000000000000000080180000000000000000000000000000000000;-61.0583725
0x2000000000000000000000000080180000000000000000000000000000000000;-61.0583725
0x2000000000000000000000000080180000000000000000000000000000000000;-61.0583725
0x2000000000000000000000000080180000000000000000000000000000000000;-61.0583725
0x2000000000000000000000000080180000000000000000000000000000000000;-61.0583725
0x2000000000000000000000000080180000000000000000000000000000000000;-61.0583725
0x2000000000000000000000000080180000000000000000000000000000000000;-61.0583725
0x2000000000000000000000000080180000000000000000000000000000000000;-61.0583725
0x2000000000000000000000000080180000000000000000000000000000000000;-61.0583725
0x2000000000000000000000000080180000000000000000000000000000000000;-61.0583725
0x2000000000000000000000000080180000000000000000000000000000000000;-61.0583725
0x2000000000000000000000000080180000000000000000000000000000000000;-61.0583725
