All elements turn off;5100001450.0;-41.65
All elements turn on;5100001450.0;-41.67
Only first element turn on;5100001450.0;-41.60
Only last element turn on;5100001450.0;-41.67
Left side on;5100001450.0;-41.71
Right side on;5100001450.0;-49.08
Upper half on;5100001450.0;-49.05
Lower half on;5100001450.0;-54.59
Vertical strips [1010];5100001450.0;-52.60
Vertical strips [0101];5100001450.0;-52.54
Horizontal strips [1010];5100001450.0;-51.55
Horizontal strips [0101];5100001450.0;-51.71
Chessboard [1010/0101];5100001450.0;-52.28
Chessboard [0101/1010];5100001450.0;-52.57
Thick vertical strips [1100];5100001450.0;-52.07
Thick vertical strips [0011];5100001450.0;-50.61
Thicker vertical strips [11110000];5100001450.0;-50.50
Thicker vertical strips [00001111];5100001450.0;-49.17
Thick horizontal strips [1100];5100001450.0;-49.29
Thick horizontal strips [0011];5100001450.0;-54.94
Chessboard [11001100/00110011];5100001450.0;-52.40
Chest;5100001450.0;-51.45
Dartboard;5100001450.0;-51.45
Random 1;5100001450.0;-52.07
Random 2;5100001450.0;-55.12
Random 3;5100001450.0;-49.39
Random 4;5100001450.0;-49.39
All elements turn off;5130001460.0;-41.72
All elements turn on;5130001460.0;-41.70
Only first element turn on;5130001460.0;-41.70
Only last element turn on;5130001460.0;-41.74
Left side on;5130001460.0;-41.80
Right side on;5130001460.0;-48.65
Upper half on;5130001460.0;-49.04
Lower half on;5130001460.0;-56.21
Vertical strips [1010];5130001460.0;-53.06
Vertical strips [0101];5130001460.0;-53.00
Horizontal strips [1010];5130001460.0;-51.90
Horizontal strips [0101];5130001460.0;-51.88
Chessboard [1010/0101];5130001460.0;-52.28
Chessboard [0101/1010];5130001460.0;-52.73
Thick vertical strips [1100];5130001450.0;-52.43
Thick vertical strips [0011];5130001460.0;-50.48
Thicker vertical strips [11110000];5130001460.0;-50.48
Thicker vertical strips [00001111];5130001450.0;-50.09
Thick horizontal strips [1100];5130001460.0;-50.05
Thick horizontal strips [0011];5130001450.0;-56.89
Chessboard [11001100/00110011];5130001450.0;-53.30
Chest;5130001460.0;-52.44
Dartboard;5130001450.0;-52.30
Random 1;5130001450.0;-52.29
Random 2;5130001450.0;-56.48
Random 3;5130001450.0;-49.61
Random 4;5130001450.0;-49.59
All elements turn off;5160001460.0;-42.80
All elements turn on;5160001460.0;-42.79
Only first element turn on;5160001460.0;-42.83
Only last element turn on;5160001460.0;-42.84
Left side on;5160001460.0;-42.87
Right side on;5160001460.0;-48.08
Upper half on;5160001460.0;-52.76
Lower half on;5160001460.0;-56.36
Vertical strips [1010];5160001460.0;-55.45
Vertical strips [0101];5160001460.0;-55.44
Horizontal strips [1010];5160001460.0;-54.31
Horizontal strips [0101];5160001460.0;-54.15
Chessboard [1010/0101];5160001460.0;-54.17
Chessboard [0101/1010];5160001460.0;-55.49
Thick vertical strips [1100];5160001460.0;-52.12
Thick vertical strips [0011];5160001460.0;-51.43
Thicker vertical strips [11110000];5160001460.0;-50.27
Thicker vertical strips [00001111];5160001460.0;-50.07
Thick horizontal strips [1100];5160001460.0;-50.09
Thick horizontal strips [0011];5160001460.0;-60.70
Chessboard [11001100/00110011];5160001460.0;-54.39
Chest;5160001460.0;-54.35
Dartboard;5160001460.0;-53.47
Random 1;5160001460.0;-53.49
Random 2;5160001460.0;-57.99
Random 3;5160001460.0;-52.22
Random 4;5160001460.0;-52.24
All elements turn off;5190001470.0;-40.65
All elements turn on;5190001470.0;-40.66
Only first element turn on;5190001470.0;-40.65
Only last element turn on;5190001470.0;-40.70
Left side on;5190001470.0;-40.71
Right side on;5190001470.0;-43.75
Upper half on;5190001470.0;-50.04
Lower half on;5190001470.0;-50.04
Vertical strips [1010];5190001470.0;-52.11
Vertical strips [0101];5190001470.0;-52.11
Horizontal strips [1010];5190001470.0;-51.60
Horizontal strips [0101];5190001470.0;-50.82
Chessboard [1010/0101];5190001470.0;-50.82
Chessboard [0101/1010];5190001470.0;-53.71
Thick vertical strips [1100];5190001470.0;-47.67
Thick vertical strips [0011];5190001470.0;-47.33
Thicker vertical strips [11110000];5190001470.0;-47.18
Thicker vertical strips [00001111];5190001470.0;-45.93
Thick horizontal strips [1100];5190001470.0;-46.01
Thick horizontal strips [0011];5190001470.0;-56.84
Chessboard [11001100/00110011];5190001470.0;-49.84
Chest;5190001470.0;-49.72
Dartboard;5190001470.0;-49.21
Random 1;5190001470.0;-49.31
Random 2;5190001470.0;-52.62
Random 3;5190001470.0;-52.62
Random 4;5190001470.0;-51.07
All elements turn off;5220001480.0;-41.74
All elements turn on;5220001480.0;-41.74
Only first element turn on;5220001480.0;-41.76
Only last element turn on;5220001480.0;-41.76
Left side on;5220001480.0;-41.81
Right side on;5220001480.0;-42.76
Upper half on;5220001480.0;-48.57
Lower half on;5220001480.0;-48.65
Vertical strips [1010];5220001480.0;-49.58
Vertical strips [0101];5220001480.0;-49.47
Horizontal strips [1010];5220001480.0;-49.44
Horizontal strips [0101];5220001480.0;-48.68
Chessboard [1010/0101];5220001480.0;-48.71
Chessboard [0101/1010];5220001480.0;-51.92
Thick vertical strips [1100];5220001480.0;-46.22
Thick vertical strips [0011];5220001470.0;-45.76
Thicker vertical strips [11110000];5220001470.0;-45.75
Thicker vertical strips [00001111];5220001470.0;-45.55
Thick horizontal strips [1100];5220001470.0;-45.60
Thick horizontal strips [0011];5220001470.0;-53.65
Chessboard [11001100/00110011];5220001470.0;-47.68
Chest;5220001470.0;-47.66
Dartboard;5220001470.0;-47.19
Random 1;5220001470.0;-47.23
Random 2;5220001470.0;-49.88
Random 3;5220001470.0;-49.88
Random 4;5220001470.0;-48.98
All elements turn off;5250001480.0;-39.92
All elements turn on;5250001480.0;-39.94
Only first element turn on;5250001480.0;-39.91
Only last element turn on;5250001480.0;-39.92
Left side on;5250001480.0;-40.00
Right side on;5250001480.0;-40.50
Upper half on;5250001480.0;-46.25
Lower half on;5250001480.0;-46.26
Vertical strips [1010];5250001480.0;-46.30
Vertical strips [0101];5250001480.0;-45.90
Horizontal strips [1010];5250001480.0;-45.91
Horizontal strips [0101];5250001480.0;-45.67
Chessboard [1010/0101];5250001480.0;-45.64
Chessboard [0101/1010];5250001480.0;-48.56
Thick vertical strips [1100];5250001480.0;-43.47
Thick vertical strips [0011];5250001480.0;-43.41
Thicker vertical strips [11110000];5250001480.0;-43.42
Thicker vertical strips [00001111];5250001480.0;-43.95
Thick horizontal strips [1100];5250001480.0;-43.95
Thick horizontal strips [0011];5250001480.0;-48.21
Chessboard [11001100/00110011];5250001480.0;-44.43
Chest;5250001480.0;-44.42
Dartboard;5250001480.0;-44.10
Random 1;5250001480.0;-44.11
Random 2;5250001480.0;-46.45
Random 3;5250001480.0;-46.44
Random 4;5250001480.0;-45.70
All elements turn off;5280001490.0;-42.27
All elements turn on;5280001490.0;-42.27
Only first element turn on;5280001490.0;-42.24
Only last element turn on;5280001490.0;-42.25
Left side on;5280001490.0;-41.73
Right side on;5280001490.0;-41.73
Upper half on;5280001490.0;-47.79
Lower half on;5280001490.0;-47.71
Vertical strips [1010];5280001490.0;-46.75
Vertical strips [0101];5280001490.0;-46.36
Horizontal strips [1010];5280001490.0;-46.40
Horizontal strips [0101];5280001490.0;-46.32
Chessboard [1010/0101];5280001490.0;-46.32
Chessboard [0101/1010];5280001490.0;-48.55
Thick vertical strips [1100];5280001490.0;-44.87
Thick vertical strips [0011];5280001490.0;-44.89
Thicker vertical strips [11110000];5280001490.0;-45.47
Thicker vertical strips [00001111];5280001490.0;-44.50
Thick horizontal strips [1100];5280001490.0;-44.49
Thick horizontal strips [0011];5280001490.0;-48.59
Chessboard [11001100/00110011];5280001490.0;-46.04
Chest;5280001490.0;-46.05
Dartboard;5280001490.0;-44.95
Random 1;5280001490.0;-44.94
Random 2;5280001490.0;-46.09
Random 3;5280001490.0;-46.10
Random 4;5280001490.0;-45.04
All elements turn off;5310001490.0;-39.98
All elements turn on;5310001490.0;-39.97
Only first element turn on;5310001490.0;-39.94
Only last element turn on;5310001490.0;-39.95
Left side on;5310001490.0;-40.02
Right side on;5310001490.0;-40.06
Upper half on;5310001490.0;-45.53
Lower half on;5310001490.0;-45.53
Vertical strips [1010];5310001490.0;-43.98
Vertical strips [0101];5310001490.0;-43.58
Horizontal strips [1010];5310001490.0;-43.58
Horizontal strips [0101];5310001490.0;-43.33
Chessboard [1010/0101];5310001490.0;-43.33
Chessboard [0101/1010];5310001490.0;-45.30
Thick vertical strips [1100];5310001490.0;-42.85
Thick vertical strips [0011];5310001490.0;-42.85
Thicker vertical strips [11110000];5310001490.0;-44.17
Thicker vertical strips [00001111];5310001490.0;-41.99
Thick horizontal strips [1100];5310001490.0;-42.00
Thick horizontal strips [0011];5310001490.0;-45.55
Chessboard [11001100/00110011];5310001490.0;-43.63
Chest;5310001490.0;-43.64
Dartboard;5310001490.0;-42.25
Random 1;5310001490.0;-42.24
Random 2;5310001490.0;-42.87
Random 3;5310001490.0;-42.87
Random 4;5310001490.0;-41.95
All elements turn off;5340001500.0;-40.36
All elements turn on;5340001500.0;-40.36
Only first element turn on;5340001500.0;-40.33
