0.0;1;5800000000.0;-68.54
0.0;2;5800000000.0;-67.94
0.0;3;5800000000.0;-67.94
0.0;4;5800000000.0;-68.51
0.0;5;5800000000.0;-68.74
0.0;6;5800000000.0;-67.85
0.0;7;5800000000.0;-67.65
0.0;8;5800000000.0;-67.65
0.0;9;5800000000.0;-67.35
0.0;10;5800000000.0;-67.35
0.0;11;5800000000.0;-67.78
0.0;12;5800000000.0;-68.60
0.0;13;5800000000.0;-68.51
0.0;14;5800000000.0;-68.65
0.0;15;5800000000.0;-68.10
0.0;16;5800000000.0;-67.04
0.0;17;5800000000.0;-67.06
0.0;18;5800000000.0;-67.85
0.0;19;5800000000.0;-68.01
0.0;20;5800000000.0;-67.98
0.0;21;5800000000.0;-68.08
0.0;22;5800000000.0;-67.76
0.0;23;5800000000.0;-67.39
0.0;24;5800000000.0;-67.30
0.0;25;5800000000.0;-67.05
0.0;26;5800000000.0;-67.14
0.0;27;5800000000.0;-67.85
1.8;1;5800000000.0;-71.19
1.8;2;5800000000.0;-70.26
1.8;3;5800000000.0;-70.24
1.8;4;5800000000.0;-71.87
1.8;5;5800000000.0;-71.62
1.8;6;5800000000.0;-70.16
1.8;7;5800000000.0;-70.12
1.8;8;5800000000.0;-70.29
1.8;9;5800000000.0;-70.36
1.8;10;5800000000.0;-70.42
1.8;11;5800000000.0;-70.93
1.8;12;5800000000.0;-70.83
1.8;13;5800000000.0;-70.72
1.8;14;5800000000.0;-70.67
1.8;15;5800000000.0;-70.55
1.8;16;5800000000.0;-68.97
1.8;17;5800000000.0;-69.44
1.8;18;5800000000.0;-70.86
1.8;19;5800000000.0;-70.92
1.8;20;5800000000.0;-71.02
1.8;21;5800000000.0;-71.07
1.8;22;5800000000.0;-70.80
1.8;23;5800000000.0;-70.80
1.8;24;5800000000.0;-70.98
1.8;25;5800000000.0;-70.12
1.8;26;5800000000.0;-70.25
1.8;27;5800000000.0;-71.34
3.6;1;5800000000.0;-75.59
3.6;2;5800000000.0;-75.01
3.6;3;5800000000.0;-75.28
3.6;4;5800000000.0;-79.10
3.6;5;5800000000.0;-78.42
3.6;6;5800000000.0;-74.22
3.6;7;5800000000.0;-74.68
3.6;8;5800000000.0;-75.25
3.6;9;5800000000.0;-76.50
3.6;10;5800000000.0;-75.57
3.6;11;5800000000.0;-75.27
3.6;12;5800000000.0;-77.80
3.6;13;5800000000.0;-78.01
3.6;14;5800000000.0;-78.95
3.6;15;5800000000.0;-79.78
3.6;16;5800000000.0;-72.89
3.6;17;5800000000.0;-72.89
3.6;18;5800000000.0;-74.69
3.6;19;5800000000.0;-74.89
3.6;20;5800000000.0;-75.69
3.6;21;5800000000.0;-76.86
3.6;22;5800000000.0;-77.17
3.6;23;5800000000.0;-75.48
3.6;24;5800000000.0;-76.70
3.6;25;5800000000.0;-74.55
3.6;26;5800000000.0;-74.60
3.6;27;5800000000.0;-76.31
5.4;1;5800000000.0;-80.78
5.4;2;5800000000.0;-84.61
5.4;3;5800000000.0;-83.69
5.4;4;5800000000.0;-90.29
5.4;5;5800000000.0;-84.21
5.4;6;5800000000.0;-82.27
5.4;7;5800000000.0;-81.32
5.4;8;5800000000.0;-83.48
5.4;9;5800000000.0;-84.50
5.4;10;5800000000.0;-80.44
5.4;11;5800000000.0;-85.43
5.4;12;5800000000.0;-82.98
5.4;13;5800000000.0;-85.21
5.4;14;5800000000.0;-88.55
5.4;15;5800000000.0;-78.20
5.4;16;5800000000.0;-76.43
5.4;17;5800000000.0;-75.53
5.4;18;5800000000.0;-77.23
5.4;19;5800000000.0;-78.58
5.4;20;5800000000.0;-82.44
5.4;21;5800000000.0;-82.25
5.4;22;5800000000.0;-85.20
5.4;23;5800000000.0;-79.34
5.4;24;5800000000.0;-83.84
5.4;25;5800000000.0;-76.70
5.4;26;5800000000.0;-78.97
5.4;27;5800000000.0;-77.24
7.2;1;5800000000.0;-78.25
7.2;2;5800000000.0;-78.89
7.2;3;5800000000.0;-79.14
7.2;4;5800000000.0;-79.76
7.2;5;5800000000.0;-82.06
7.2;6;5800000000.0;-83.29
7.2;7;5800000000.0;-90.70
7.2;8;5800000000.0;-88.80
7.2;9;5800000000.0;-82.44
7.2;10;5800000000.0;-82.60
7.2;11;5800000000.0;-87.62
7.2;12;5800000000.0;-87.17
7.2;13;5800000000.0;-82.77
7.2;14;5800000000.0;-81.83
7.2;15;5800000000.0;-76.03
7.2;16;5800000000.0;-76.90
7.2;17;5800000000.0;-81.73
7.2;18;5800000000.0;-81.34
7.2;19;5800000000.0;-87.78
7.2;20;5800000000.0;-85.77
7.2;21;5800000000.0;-83.26
7.2;22;5800000000.0;-78.60
7.2;23;5800000000.0;-78.74
7.2;24;5800000000.0;-81.36
7.2;25;5800000000.0;-84.16
7.2;26;5800000000.0;-81.20
7.2;27;5800000000.0;-82.92
9.0;1;5800000000.0;-75.85
9.0;2;5800000000.0;-75.78
9.0;3;5800000000.0;-75.34
9.0;4;5800000000.0;-75.97
9.0;5;5800000000.0;-76.09
9.0;6;5800000000.0;-76.94
9.0;7;5800000000.0;-77.71
9.0;8;5800000000.0;-77.83
9.0;9;5800000000.0;-74.37
9.0;10;5800000000.0;-74.63
9.0;11;5800000000.0;-78.63
9.0;12;5800000000.0;-78.84
9.0;13;5800000000.0;-77.86
9.0;14;5800000000.0;-77.41
9.0;15;5800000000.0;-74.10
9.0;16;5800000000.0;-74.67
9.0;17;5800000000.0;-76.38
9.0;18;5800000000.0;-77.16
9.0;19;5800000000.0;-79.53
9.0;20;5800000000.0;-78.59
9.0;21;5800000000.0;-77.28
9.0;22;5800000000.0;-74.74
9.0;23;5800000000.0;-74.60
9.0;24;5800000000.0;-75.32
9.0;25;5800000000.0;-76.29
9.0;26;5800000000.0;-76.49
9.0;27;5800000000.0;-76.64
10.8;1;5800000000.0;-72.72
10.8;2;5800000000.0;-72.77
10.8;3;5800000000.0;-72.86
10.8;4;5800000000.0;-72.96
10.8;5;5800000000.0;-73.18
10.8;6;5800000000.0;-74.01
10.8;7;5800000000.0;-74.65
10.8;8;5800000000.0;-74.67
10.8;9;5800000000.0;-72.32
10.8;10;5800000000.0;-72.20
10.8;11;5800000000.0;-75.00
10.8;12;5800000000.0;-74.84
10.8;13;5800000000.0;-73.89
10.8;14;5800000000.0;-73.45
10.8;15;5800000000.0;-72.46
10.8;16;5800000000.0;-72.44
10.8;17;5800000000.0;-73.05
10.8;18;5800000000.0;-73.30
10.8;19;5800000000.0;-74.56
10.8;20;5800000000.0;-74.64
10.8;21;5800000000.0;-73.89
10.8;22;5800000000.0;-72.12
10.8;23;5800000000.0;-71.95
10.8;24;5800000000.0;-72.51
10.8;25;5800000000.0;-72.47
10.8;26;5800000000.0;-72.53
10.8;27;5800000000.0;-73.32
12.6;1;5800000000.0;-70.88
12.6;2;5800000000.0;-71.48
12.6;3;5800000000.0;-71.33
12.6;4;5800000000.0;-71.31
12.6;5;5800000000.0;-71.58
12.6;6;5800000000.0;-71.49
12.6;7;5800000000.0;-71.74
12.6;8;5800000000.0;-71.64
12.6;9;5800000000.0;-69.57
12.6;10;5800000000.0;-69.69
12.6;11;5800000000.0;-72.00
12.6;12;5800000000.0;-71.76
12.6;13;5800000000.0;-71.29
12.6;14;5800000000.0;-70.87
12.6;15;5800000000.0;-71.16
12.6;16;5800000000.0;-70.44
12.6;17;5800000000.0;-70.43
12.6;18;5800000000.0;-70.66
12.6;19;5800000000.0;-71.80
12.6;20;5800000000.0;-71.84
12.6;21;5800000000.0;-71.80
12.6;22;5800000000.0;-70.66
12.6;23;5800000000.0;-70.24
12.6;24;5800000000.0;-70.24
12.6;25;5800000000.0;-70.05
12.6;26;5800000000.0;-70.27
12.6;27;5800000000.0;-71.18
14.4;1;5800000000.0;-70.10
14.4;2;5800000000.0;-70.14
14.4;3;5800000000.0;-70.15
14.4;4;5800000000.0;-70.16
14.4;5;5800000000.0;-70.47
14.4;6;5800000000.0;-70.68
14.4;7;5800000000.0;-70.78
14.4;8;5800000000.0;-70.87
14.4;9;5800000000.0;-69.38
14.4;10;5800000000.0;-69.38
14.4;11;5800000000.0;-71.49
14.4;12;5800000000.0;-71.68
14.4;13;5800000000.0;-71.13
14.4;14;5800000000.0;-70.76
14.4;15;5800000000.0;-70.91
14.4;16;5800000000.0;-69.59
14.4;17;5800000000.0;-69.53
14.4;18;5800000000.0;-70.19
14.4;19;5800000000.0;-71.04
14.4;20;5800000000.0;-71.02
14.4;21;5800000000.0;-71.26
14.4;22;5800000000.0;-70.72
14.4;23;5800000000.0;-69.70
14.4;24;5800000000.0;-69.73
14.4;25;5800000000.0;-69.44
14.4;26;5800000000.0;-69.46
14.4;27;5800000000.0;-70.58
16.2;1;5800000000.0;-70.01
16.2;2;5800000000.0;-70.01
16.2;3;5800000000.0;-70.17
16.2;4;5800000000.0;-70.22
16.2;5;5800000000.0;-70.30
16.2;6;5800000000.0;-70.13
16.2;7;5800000000.0;-70.27
16.2;8;5800000000.0;-70.52
16.2;9;5800000000.0;-68.90
16.2;10;5800000000.0;-69.06
16.2;11;5800000000.0;-71.30
16.2;12;5800000000.0;-71.46
16.2;13;5800000000.0;-71.07
16.2;14;5800000000.0;-70.79
16.2;15;5800000000.0;-70.38
16.2;16;5800000000.0;-67.77
16.2;17;5800000000.0;-68.29
16.2;18;5800000000.0;-67.99
16.2;19;5800000000.0;-68.58
16.2;20;5800000000.0;-69.43
