93c993c993c993c993c993c993c993c993c993c993c993c993c993c993c993c9;[[-48, 0, 0], [-48, 1, 0]]
9bd99bd99bd99bd99bd99bd99bd99bd99bd99bd99bd99bd99bd99bd99bd99bd9;[[-48, 2, 0], [-48, 3, 0], [-48, 4, 0], [-48, 5, 0]]
dbdbdbdbdbdbdbdbdbdbdbdbdbdbdbdbdbdbdbdbdbdbdbdbdbdbdbdbdbdbdbdb;[[-48, 6, 0], [-48, 7, 0], [-48, 8, 0], [-48, 9, 0]]
4992499249924992499249924992499249924992499249924992499249924992;[[-48, 10, 0], [-48, 11, 0], [-48, 12, 0], [-48, 13, 0], [-48, 14, 0], [-48, 80, 0], [-48, 81, 0], [-48, 82, 0], [-48, 83, 0], [-48, 84, 0], [-48, 85, 0], [-48, 86, 0], [-48, 87, 0], [-48, 88, 0], [-48, 89, 0]]
6996699669966996699669966996699669966996699669966996699669966996;[[-48, 15, 0], [-48, 16, 0], [-48, 17, 0], [-48, 68, 0], [-48, 69, 0], [-48, 70, 0], [-48, 71, 0], [-48, 72, 0], [-48, 73, 0], [-48, 74, 0], [-48, 75, 0], [-48, 76, 0], [-48, 77, 0], [-48, 78, 0], [-48, 79, 0]]
2994299429942994299429942994299429942994299429942994299429942994;[[-48, 18, 0], [-48, 19, 0], [-48, 63, 0], [-48, 64, 0], [-48, 65, 0], [-48, 66, 0], [-48, 67, 0]]
adb5adb5adb5adb5adb5adb5adb5adb5adb5adb5adb5adb5adb5adb5adb5adb5;[[-48, 20, 0], [-48, 21, 0], [-48, 22, 0], [-48, 23, 0], [-48, 24, 0], [-48, 54, 0], [-48, 55, 0], [-48, 56, 0], [-48, 57, 0], [-48, 58, 0], [-48, 59, 0], [-48, 60, 0], [-48, 61, 0], [-48, 62, 0]]
a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5;[[-48, 25, 0], [-48, 26, 0], [-48, 27, 0], [-48, 50, 0], [-48, 51, 0], [-48, 52, 0], [-48, 53, 0]]
b5adb5adb5adb5adb5adb5adb5adb5adb5adb5adb5adb5adb5adb5adb5adb5ad;[[-48, 28, 0], [-48, 29, 0], [-48, 48, 0], [-48, 49, 0]]
95a995a995a995a995a995a995a995a995a995a995a995a995a995a995a995a9;[[-48, 30, 0], [-48, 46, 0], [-48, 47, 0]]
d5abd5abd5abd5abd5abd5abd5abd5abd5abd5abd5abd5abd5abd5abd5abd5ab;[[-48, 31, 0], [-48, 45, 0]]
55aa55aa55aa55aa55aa55aa55aa55aa55aa55aa55aa55aa55aa55aa55aa55aa;[[-48, 32, 0], [-48, 33, 0], [-48, 34, 0], [-48, 35, 0], [-48, 36, 0], [-48, 37, 0], [-48, 38, 0], [-48, 39, 0], [-48, 40, 0], [-48, 41, 0], [-48, 42, 0], [-48, 43, 0], [-48, 44, 0]]
99ec99ec99ec99ec99ec99ec99ec99ec99ec99ec99ec99ec99ec99ec99ec99ec;[[-48, 0, 76]]
d9ecd9ecd9ecd9ecd9ecd9ecd9ecd9ecd9ecd9ecd9ecd9ecd9ecd9ecd9ecd9ec;[[-48, 1, 76]]
c9ccc9ccc9ccc9ccc9ccc9ccc9ccc9ccc9ccc9ccc9ccc9ccc9ccc9ccc9ccc9cc;[[-48, 2, 76], [-48, 3, 76]]
c9cdc9cdc9cdc9cdc9cdc9cdc9cdc9cdc9cdc9cdc9cdc9cdc9cdc9cdc9cdc9cd;[[-48, 4, 76]]
49cd49cd49cd49cd49cd49cd49cd49cd49cd49cd49cd49cd49cd49cd49cd49cd;[[-48, 5, 76]]
49c949c949c949c949c949c949c949c949c949c949c949c949c949c949c949c9;[[-48, 6, 76]]
4dc94dc94dc94dc94dc94dc94dc94dc94dc94dc94dc94dc94dc94dc94dc94dc9;[[-48, 7, 76]]
6dc96dc96dc96dc96dc96dc96dc96dc96dc96dc96dc96dc96dc96dc96dc96dc9;[[-48, 8, 76], [-48, 9, 76], [-48, 10, 76]]
6dcb6dcb6dcb6dcb6dcb6dcb6dcb6dcb6dcb6dcb6dcb6dcb6dcb6dcb6dcb6dcb;[[-48, 11, 76]]
6ddb6ddb6ddb6ddb6ddb6ddb6ddb6ddb6ddb6ddb6ddb6ddb6ddb6ddb6ddb6ddb;[[-48, 12, 76]]
2ddb2ddb2ddb2ddb2ddb2ddb2ddb2ddb2ddb2ddb2ddb2ddb2ddb2ddb2ddb2ddb;[[-48, 13, 76]]
2dda2dda2dda2dda2dda2dda2dda2dda2dda2dda2dda2dda2dda2dda2dda2dda;[[-48, 14, 76]]
25da25da25da25da25da25da25da25da25da25da25da25da25da25da25da25da;[[-48, 15, 76]]
a5daa5daa5daa5daa5daa5daa5daa5daa5daa5daa5daa5daa5daa5daa5daa5da;[[-48, 16, 76]]
a5d2a5d2a5d2a5d2a5d2a5d2a5d2a5d2a5d2a5d2a5d2a5d2a5d2a5d2a5d2a5d2;[[-48, 17, 76], [-48, 18, 76], [-48, 19, 76]]
b5d2b5d2b5d2b5d2b5d2b5d2b5d2b5d2b5d2b5d2b5d2b5d2b5d2b5d2b5d2b5d2;[[-48, 20, 76]]
b5d6b5d6b5d6b5d6b5d6b5d6b5d6b5d6b5d6b5d6b5d6b5d6b5d6b5d6b5d6b5d6;[[-48, 21, 76], [-48, 22, 76]]
95d495d495d495d495d495d495d495d495d495d495d495d495d495d495d495d4;[[-48, 23, 76], [-48, 24, 76]]
d5d5d5d5d5d5d5d5d5d5d5d5d5d5d5d5d5d5d5d5d5d5d5d5d5d5d5d5d5d5d5d5;[[-48, 25, 76], [-48, 26, 76]]
55d555d555d555d555d555d555d555d555d555d555d555d555d555d555d555d5;[[-48, 27, 76], [-48, 28, 76], [-48, 29, 76], [-48, 30, 76], [-48, 31, 76], [-48, 32, 76]]
5595559555955595559555955595559555955595559555955595559555955595;[[-48, 33, 76], [-48, 34, 76]]
55b555b555b555b555b555b555b555b555b555b555b555b555b555b555b555b5;[[-48, 35, 76]]
55a555a555a555a555a555a555a555a555a555a555a555a555a555a555a555a5;[[-48, 36, 76]]
55aa55aa55aa55aa55aa55aa55aa55aa55aa55aa55aa55aa55aa55aa55aa55aa;[[-48, 37, 76], [-48, 38, 76]]
95aa95aa95aa95aa95aa95aa95aa95aa95aa95aa95aa95aa95aa95aa95aa95aa;[[-48, 39, 76]]
adaaadaaadaaadaaadaaadaaadaaadaaadaaadaaadaaadaaadaaadaaadaaadaa;[[-48, 40, 76]]
a9aaa9aaa9aaa9aaa9aaa9aaa9aaa9aaa9aaa9aaa9aaa9aaa9aaa9aaa9aaa9aa;[[-48, 41, 76], [-48, 42, 76], [-48, 43, 76]]
abaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaaabaa;[[-48, 44, 76], [-48, 45, 76], [-48, 46, 76], [-48, 47, 76], [-48, 48, 76], [-48, 49, 76], [-48, 50, 76], [-48, 51, 76]]
abababababababababababababababababababababababababababababababab;[[-48, 52, 76], [-48, 53, 76]]
2ba92ba92ba92ba92ba92ba92ba92ba92ba92ba92ba92ba92ba92ba92ba92ba9;[[-48, 54, 76], [-48, 55, 76]]
2aa92aa92aa92aa92aa92aa92aa92aa92aa92aa92aa92aa92aa92aa92aa92aa9;[[-48, 56, 76]]
6aa96aa96aa96aa96aa96aa96aa96aa96aa96aa96aa96aa96aa96aa96aa96aa9;[[-48, 57, 76]]
6aad6aad6aad6aad6aad6aad6aad6aad6aad6aad6aad6aad6aad6aad6aad6aad;[[-48, 58, 76], [-48, 59, 76], [-48, 60, 76], [-48, 61, 76]]
4aad4aad4aad4aad4aad4aad4aad4aad4aad4aad4aad4aad4aad4aad4aad4aad;[[-48, 62, 76]]
4aa54aa54aa54aa54aa54aa54aa54aa54aa54aa54aa54aa54aa54aa54aa54aa5;[[-48, 63, 76], [-48, 64, 76], [-48, 65, 76], [-48, 66, 76], [-48, 67, 76], [-48, 68, 76], [-48, 69, 76]]
5aa55aa55aa55aa55aa55aa55aa55aa55aa55aa55aa55aa55aa55aa55aa55aa5;[[-48, 70, 76], [-48, 71, 76], [-48, 72, 76], [-48, 73, 76]]
5aa45aa45aa45aa45aa45aa45aa45aa45aa45aa45aa45aa45aa45aa45aa45aa4;[[-48, 74, 76], [-48, 75, 76]]
5ab45ab45ab45ab45ab45ab45ab45ab45ab45ab45ab45ab45ab45ab45ab45ab4;[[-48, 76, 76], [-48, 77, 76], [-48, 78, 76], [-48, 79, 76], [-48, 80, 76]]
dab4dab4dab4dab4dab4dab4dab4dab4dab4dab4dab4dab4dab4dab4dab4dab4;[[-48, 81, 76], [-48, 82, 76], [-48, 83, 76], [-48, 84, 76], [-48, 85, 76], [-48, 86, 76], [-48, 87, 76], [-48, 88, 76], [-48, 89, 76]]
cce6cce6cce6cce6cce6cce6cce6cce6cce6cce6cce6cce6cce6cce6cce6cce6;[[-48, 0, 152]]
4ce64ce64ce64ce64ce64ce64ce64ce64ce64ce64ce64ce64ce64ce64ce64ce6;[[-48, 1, 152]]
6ce66ce66ce66ce66ce66ce66ce66ce66ce66ce66ce66ce66ce66ce66ce66ce6;[[-48, 2, 152], [-48, 3, 152]]
6ce46ce46ce46ce46ce46ce46ce46ce46ce46ce46ce46ce46ce46ce46ce46ce4;[[-48, 4, 152], [-48, 5, 152]]
64e464e464e464e464e464e464e464e464e464e464e464e464e464e464e464e4;[[-48, 6, 152]]
64ec64ec64ec64ec64ec64ec64ec64ec64ec64ec64ec64ec64ec64ec64ec64ec;[[-48, 7, 152]]
24ed24ed24ed24ed24ed24ed24ed24ed24ed24ed24ed24ed24ed24ed24ed24ed;[[-48, 8, 152], [-48, 9, 152], [-48, 10, 152]]
a4eda4eda4eda4eda4eda4eda4eda4eda4eda4eda4eda4eda4eda4eda4eda4ed;[[-48, 11, 152]]
b4e9b4e9b4e9b4e9b4e9b4e9b4e9b4e9b4e9b4e9b4e9b4e9b4e9b4e9b4e9b4e9;[[-48, 12, 152], [-48, 13, 152], [-48, 14, 152]]
b4c9b4c9b4c9b4c9b4c9b4c9b4c9b4c9b4c9b4c9b4c9b4c9b4c9b4c9b4c9b4c9;[[-48, 15, 152]]
b4cbb4cbb4cbb4cbb4cbb4cbb4cbb4cbb4cbb4cbb4cbb4cbb4cbb4cbb4cbb4cb;[[-48, 16, 152]]
94cb94cb94cb94cb94cb94cb94cb94cb94cb94cb94cb94cb94cb94cb94cb94cb;[[-48, 17, 152]]
96cb96cb96cb96cb96cb96cb96cb96cb96cb96cb96cb96cb96cb96cb96cb96cb;[[-48, 18, 152]]
96ca96ca96ca96ca96ca96ca96ca96ca96ca96ca96ca96ca96ca96ca96ca96ca;[[-48, 19, 152]]
d6cad6cad6cad6cad6cad6cad6cad6cad6cad6cad6cad6cad6cad6cad6cad6ca;[[-48, 20, 152]]
d6dad6dad6dad6dad6dad6dad6dad6dad6dad6dad6dad6dad6dad6dad6dad6da;[[-48, 21, 152]]
56da56da56da56da56da56da56da56da56da56da56da56da56da56da56da56da;[[-48, 22, 152], [-48, 23, 152], [-48, 24, 152]]
56d256d256d256d256d256d256d256d256d256d256d256d256d256d256d256d2;[[-48, 25, 152]]
52d252d252d252d252d252d252d252d252d252d252d252d252d252d252d252d2;[[-48, 26, 152]]
52d652d652d652d652d652d652d652d652d652d652d652d652d652d652d652d6;[[-48, 27, 152], [-48, 28, 152]]
5ad45ad45ad45ad45ad45ad45ad45ad45ad45ad45ad45ad45ad45ad45ad45ad4;[[-48, 29, 152]]
5ad55ad55ad55ad55ad55ad55ad55ad55ad55ad55ad55ad55ad55ad55ad55ad5;[[-48, 30, 152]]
4ad54ad54ad54ad54ad54ad54ad54ad54ad54ad54ad54ad54ad54ad54ad54ad5;[[-48, 31, 152]]
6ad56ad56ad56ad56ad56ad56ad56ad56ad56ad56ad56ad56ad56ad56ad56ad5;[[-48, 32, 152]]
2ad52ad52ad52ad52ad52ad52ad52ad52ad52ad52ad52ad52ad52ad52ad52ad5;[[-48, 33, 152]]
aad5aad5aad5aad5aad5aad5aad5aad5aad5aad5aad5aad5aad5aad5aad5aad5;[[-48, 34, 152], [-48, 35, 152], [-48, 36, 152], [-48, 37, 152], [-48, 38, 152], [-48, 39, 152], [-48, 40, 152], [-48, 41, 152], [-48, 42, 152]]
aad4aad4aad4aad4aad4aad4aad4aad4aad4aad4aad4aad4aad4aad4aad4aad4;[[-48, 43, 152]]
aad6aad6aad6aad6aad6aad6aad6aad6aad6aad6aad6aad6aad6aad6aad6aad6;[[-48, 44, 152]]
aad2aad2aad2aad2aad2aad2aad2aad2aad2aad2aad2aad2aad2aad2aad2aad2;[[-48, 45, 152]]
aadaaadaaadaaadaaadaaadaaadaaadaaadaaadaaadaaadaaadaaadaaadaaada;[[-48, 46, 152]]
2ada2ada2ada2ada2ada2ada2ada2ada2ada2ada2ada2ada2ada2ada2ada2ada;[[-48, 47, 152], [-48, 48, 152]]
6aca6aca6aca6aca6aca6aca6aca6aca6aca6aca6aca6aca6aca6aca6aca6aca;[[-48, 49, 152], [-48, 50, 152]]
4aca4aca4aca4aca4aca4aca4aca4aca4aca4aca4aca4aca4aca4aca4aca4aca;[[-48, 51, 152], [-48, 52, 152], [-48, 53, 152]]
4aea4aea4aea4aea4aea4aea4aea4aea4aea4aea4aea4aea4aea4aea4aea4aea;[[-48, 54, 152]]
5aea5aea5aea5aea5aea5aea5aea5aea5aea5aea5aea5aea5aea5aea5aea5aea;[[-48, 55, 152], [-48, 56, 152], [-48, 57, 152], [-48, 58, 152]]
5aeb5aeb5aeb5aeb5aeb5aeb5aeb5aeb5aeb5aeb5aeb5aeb5aeb5aeb5aeb5aeb;[[-48, 59, 152]]
52eb52eb52eb52eb52eb52eb52eb52eb52eb52eb52eb52eb52eb52eb52eb52eb;[[-48, 60, 152], [-48, 61, 152], [-48, 62, 152], [-48, 63, 152]]
52e952e952e952e952e952e952e952e952e952e952e952e952e952e952e952e9;[[-48, 64, 152], [-48, 65, 152]]
d2e9d2e9d2e9d2e9d2e9d2e9d2e9d2e9d2e9d2e9d2e9d2e9d2e9d2e9d2e9d2e9;[[-48, 66, 152], [-48, 67, 152]]
d2a9d2a9d2a9d2a9d2a9d2a9d2a9d2a9d2a9d2a9d2a9d2a9d2a9d2a9d2a9d2a9;[[-48, 68, 152], [-48, 69, 152], [-48, 70, 152]]
d2add2add2add2add2add2add2add2add2add2add2add2add2add2add2add2ad;[[-48, 71, 152], [-48, 72, 152], [-48, 73, 152]]
92ad92ad92ad92ad92ad92ad92ad92ad92ad92ad92ad92ad92ad92ad92ad92ad;[[-48, 74, 152], [-48, 75, 152]]
