All elements turn off;5500000000.0;-76.15;1
All elements turn on;5500000000.0;-71.03;2
Only first element turn on;5500000000.0;-71.05;3
Only last element turn on;5500000000.0;-75.94;4
Left side on;5500000000.0;-71.45;5
Right side on;5500000000.0;-71.45;6
Upper half on;5500000000.0;-73.67;7
Lower half on;5500000000.0;-72.27;8
Vertical strips [1010];5500000000.0;-72.26;9
Vertical strips [0101];5500000000.0;-72.62;10
Horizontal strips [1010];5500000000.0;-72.23;11
Horizontal strips [0101];5500000000.0;-72.24;12
Chessboard [1010/0101];5500000000.0;-72.21;13
Chessboard [0101/1010];5500000000.0;-72.19;14
Thick vertical strips [1100];5500000000.0;-71.96;15
Thick vertical strips [0011];5500000000.0;-71.95;16
Thicker vertical strips [11110000];5500000000.0;-72.94;17
Thicker vertical strips [00001111];5500000000.0;-68.50;18
Thick horizontal strips [1100];5500000000.0;-68.50;19
Thick horizontal strips [0011];5500000000.0;-72.46;20
Chessboard [11001100/00110011];5500000000.0;-72.43;21
Chest;5500000000.0;-72.27;22
Dartboard;5500000000.0;-72.27;23
Random 1;5500000000.0;-70.43;24
Random 2;5500000000.0;-69.93;25
Random 3;5500000000.0;-69.91;26
Random 4;5500000000.0;-70.15;27
