All elements turn off;5500000000.0;-64.98;1
All elements turn on;5500000000.0;-63.55;2
Only first element turn on;5500000000.0;-63.57;3
Only last element turn on;5500000000.0;-64.95;4
Left side on;5500000000.0;-62.91;5
Right side on;5500000000.0;-62.91;6
Upper half on;5500000000.0;-63.05;7
Lower half on;5500000000.0;-63.05;8
Vertical strips [1010];5500000000.0;-66.52;9
Vertical strips [0101];5500000000.0;-66.53;10
Horizontal strips [1010];5500000000.0;-63.13;11
Horizontal strips [0101];5500000000.0;-63.12;12
Chessboard [1010/0101];5500000000.0;-63.34;13
Chessboard [0101/1010];5500000000.0;-63.34;14
Thick vertical strips [1100];5500000000.0;-63.39;15
Thick vertical strips [0011];5500000000.0;-64.57;16
Thicker vertical strips [11110000];5500000000.0;-64.94;17
Thicker vertical strips [00001111];5500000000.0;-64.96;18
Thick horizontal strips [1100];5500000000.0;-64.58;19
Thick horizontal strips [0011];5500000000.0;-64.58;20
Chessboard [11001100/00110011];5500000000.0;-65.82;21
Chest;5500000000.0;-64.86;22
Dartboard;5500000000.0;-64.86;23
Random 1;5500000000.0;-64.72;24
Random 2;5500000000.0;-64.72;25
Random 3;5500000000.0;-64.13;26
Random 4;5500000000.0;-64.12;27
