0;67ee67ee67ee67ee67ee67ee67ee67ee67ee67ee67ee67ee67ee67ee67ee67ee;None
1;66ee66ee66ee66ee66ee66ee66ee66ee66ee66ee66ee66ee66ee66ee66ee66ee;None
2;d911d911d911d911d911d911d911d911d911d911d911d911d911d911d911d911;None
3;66ee66ee66ee66ee66ee66ee66ee66ee66ee66ee66ee66ee66ee66ee66ee66ee;None
4;27ee27ee27ee27ee27ee27ee27ee27ee27ee27ee27ee27ee27ee27ee27ee27ee;None
5;9911991199119911991199119911991199119911991199119911991199119911;None
6;26ee26ee26ee26ee26ee26ee26ee26ee26ee26ee26ee26ee26ee26ee26ee26ee;None
7;d911d911d911d911d911d911d911d911d911d911d911d911d911d911d911d911;None
8;66ee66ee66ee66ee66ee66ee66ee66ee66ee66ee66ee66ee66ee66ee66ee66ee;None
9;9911991199119911991199119911991199119911991199119911991199119911;None
10;9911991199119911991199119911991199119911991199119911991199119911;None
11;67ee67ee67ee67ee67ee67ee67ee67ee67ee67ee67ee67ee67ee67ee67ee67ee;None
12;66ee66ee66ee66ee66ee66ee66ee66ee66ee66ee66ee66ee66ee66ee66ee66ee;None
13;9911991199119911991199119911991199119911991199119911991199119911;None
14;9911991199119911991199119911991199119911991199119911991199119911;None
15;d911d911d911d911d911d911d911d911d911d911d911d911d911d911d911d911;None
