N; Pattern; Power; Tx Angle; Rx Angle; a; c; x; y; b
0;0xffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff;-63.1649674475193;16.18199591772694;-52.30023187813713;3750.2291666666665;4415.5;2738.3541666666665;2506.375;842.5;
1;0x7ffe7ffe7ffe7ffe7ffe7ffe7ffe7ffe7ffe7ffe7ffe7ffe7ffe7ffe7ffe7ffe;-64.08527165651321;16.18199591772694;-52.30023187813713;3750.2291666666665;4415.5;2738.3541666666665;2506.375;842.5;
2;0x3ffc3ffc3ffc3ffc3ffc3ffc3ffc3ffc3ffc3ffc3ffc3ffc3ffc3ffc3ffc3ffc;-62.42684030532837;16.18199591772694;-52.30023187813713;3750.2291666666665;4415.5;2738.3541666666665;2506.375;842.5;
3;0x1ff81ff81ff81ff81ff81ff81ff81ff81ff81ff81ff81ff81ff81ff81ff81ff8;-61.0197349190712;16.18199591772694;-52.30023187813713;3750.2291666666665;4415.5;2738.3541666666665;2506.375;842.5;
4;0x0ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff0;-61.8511058986187;16.18199591772694;-52.30023187813713;3750.2291666666665;4415.5;2738.3541666666665;2506.375;842.5;
5;0x8ff18ff18ff18ff18ff18ff18ff18ff18ff18ff18ff18ff18ff18ff18ff18ff1;-61.64170730113983;16.18199591772694;-52.30023187813713;3750.2291666666665;4415.5;2738.3541666666665;2506.375;842.5;
6;0x87e187e187e187e187e187e187e187e187e187e187e187e187e187e187e187e1;-62.68644827604294;16.18199591772694;-52.30023187813713;3750.2291666666665;4415.5;2738.3541666666665;2506.375;842.5;
7;0xc7e3c7e3c7e3c7e3c7e3c7e3c7e3c7e3c7e3c7e3c7e3c7e3c7e3c7e3c7e3c7e3;-63.45857700705528;16.18199591772694;-52.30023187813713;3750.2291666666665;4415.5;2738.3541666666665;2506.375;842.5;
8;0xe7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7;-62.29806458950043;16.18199591772694;-52.30023187813713;3750.2291666666665;4415.5;2738.3541666666665;2506.375;842.5;
9;0x63c663c663c663c663c663c663c663c663c663c663c663c663c663c663c663c6;-65.05639034509659;16.18199591772694;-52.30023187813713;3750.2291666666665;4415.5;2738.3541666666665;2506.375;842.5;
10;0x73ce73ce73ce73ce73ce73ce73ce73ce73ce73ce73ce73ce73ce73ce73ce73ce;-64.17295235395432;16.18199591772694;-52.30023187813713;3750.2291666666665;4415.5;2738.3541666666665;2506.375;842.5;
11;0x33cc33cc33cc33cc33cc33cc33cc33cc33cc33cc33cc33cc33cc33cc33cc33cc;-62.18159353733063;16.18199591772694;-52.30023187813713;3750.2291666666665;4415.5;2738.3541666666665;2506.375;842.5;
12;0xb3cdb3cdb3cdb3cdb3cdb3cdb3cdb3cdb3cdb3cdb3cdb3cdb3cdb3cdb3cdb3cd;-61.71838250756264;16.18199591772694;-52.30023187813713;3750.2291666666665;4415.5;2738.3541666666665;2506.375;842.5;
13;0x93c993c993c993c993c993c993c993c993c993c993c993c993c993c993c993c9;-61.15050980448723;16.18199591772694;-52.30023187813713;3750.2291666666665;4415.5;2738.3541666666665;2506.375;842.5;
14;0x9bd99bd99bd99bd99bd99bd99bd99bd99bd99bd99bd99bd99bd99bd99bd99bd9;-60.40023347735405;16.18199591772694;-52.30023187813713;3750.2291666666665;4415.5;2738.3541666666665;2506.375;842.5;
15;0xdbdbdbdbdbdbdbdbdbdbdbdbdbdbdbdbdbdbdbdbdbdbdbdbdbdbdbdbdbdbdbdb;-62.26585531234741;16.18199591772694;-52.30023187813713;3750.2291666666665;4415.5;2738.3541666666665;2506.375;842.5;
16;0x4992499249924992499249924992499249924992499249924992499249924992;-63.64396548271179;16.18199591772694;-52.30023187813713;3750.2291666666665;4415.5;2738.3541666666665;2506.375;842.5;
17;0x6996699669966996699669966996699669966996699669966996699669966996;-64.19412153959274;16.18199591772694;-52.30023187813713;3750.2291666666665;4415.5;2738.3541666666665;2506.375;842.5;
18;0x2994299429942994299429942994299429942994299429942994299429942994;-62.41276815533638;16.18199591772694;-52.30023187813713;3750.2291666666665;4415.5;2738.3541666666665;2506.375;842.5;
19;0xadb5adb5adb5adb5adb5adb5adb5adb5adb5adb5adb5adb5adb5adb5adb5adb5;-61.842713832855225;16.18199591772694;-52.30023187813713;3750.2291666666665;4415.5;2738.3541666666665;2506.375;842.5;
20;0xa5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5;-62.011843740940094;16.18199591772694;-52.30023187813713;3750.2291666666665;4415.5;2738.3541666666665;2506.375;842.5;
21;0xb5adb5adb5adb5adb5adb5adb5adb5adb5adb5adb5adb5adb5adb5adb5adb5ad;-61.34487700462341;16.18199591772694;-52.30023187813713;3750.2291666666665;4415.5;2738.3541666666665;2506.375;842.5;
22;0x95a995a995a995a995a995a995a995a995a995a995a995a995a995a995a995a9;-61.04201403260231;16.18199591772694;-52.30023187813713;3750.2291666666665;4415.5;2738.3541666666665;2506.375;842.5;
23;0xd5abd5abd5abd5abd5abd5abd5abd5abd5abd5abd5abd5abd5abd5abd5abd5ab;-63.039923667907715;16.18199591772694;-52.30023187813713;3750.2291666666665;4415.5;2738.3541666666665;2506.375;842.5;
