0;07f807f807f807f807f807f807f807f807f807f807f807f807f807f807f807f8;[[13, 2, 0]]
1;07fc07fc07fc07fc07fc07fc07fc07fc07fc07fc07fc07fc07fc07fc07fc07fc;[[13, 1, 0]]
2;07fe07fe07fe07fe07fe07fe07fe07fe07fe07fe07fe07fe07fe07fe07fe07fe;[[13, 0, 0]]
3;0fc00fc00fc00fc00fc00fc00fc00fc00fc00fc00fc00fc00fc00fc00fc00fc0;[[13, 6, 0], [13, 7, 0]]
4;0fe00fe00fe00fe00fe00fe00fe00fe00fe00fe00fe00fe00fe00fe00fe00fe0;[[13, 4, 0], [13, 5, 0]]
5;0ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff0;[[13, 3, 0]]
6;1e0f1e0f1e0f1e0f1e0f1e0f1e0f1e0f1e0f1e0f1e0f1e0f1e0f1e0f1e0f1e0f;[[13, 14, 0], [13, 15, 0]]
7;1e1e1e1e1e1e1e1e1e1e1e1e1e1e1e1e1e1e1e1e1e1e1e1e1e1e1e1e1e1e1e1e;[[13, 16, 0], [13, 17, 0], [13, 18, 0]]
8;1f071f071f071f071f071f071f071f071f071f071f071f071f071f071f071f07;[[13, 11, 0], [13, 12, 0]]
9;1f0f1f0f1f0f1f0f1f0f1f0f1f0f1f0f1f0f1f0f1f0f1f0f1f0f1f0f1f0f1f0f;[[13, 13, 0]]
10;1f811f811f811f811f811f811f811f811f811f811f811f811f811f811f811f81;[[13, 8, 0], [13, 9, 0]]
11;1f831f831f831f831f831f831f831f831f831f831f831f831f831f831f831f83;[[13, 10, 0]]
12;318c318c318c318c318c318c318c318c318c318c318c318c318c318c318c318c;[[13, 39, 0], [13, 40, 0]]
13;318e318e318e318e318e318e318e318e318e318e318e318e318e318e318e318e;[[13, 38, 0]]
14;319c319c319c319c319c319c319c319c319c319c319c319c319c319c319c319c;[[13, 41, 0]]
15;31ce31ce31ce31ce31ce31ce31ce31ce31ce31ce31ce31ce31ce31ce31ce31ce;[[13, 36, 0], [13, 37, 0]]
