All elements turn off;5500000000.0;-75.50;1
All elements turn on;5500000000.0;-74.84;2
Only first element turn on;5500000000.0;-74.86;3
Only last element turn on;5500000000.0;-75.49;4
Left side on;5500000000.0;-75.21;5
Right side on;5500000000.0;-75.22;6
Upper half on;5500000000.0;-75.17;7
Lower half on;5500000000.0;-75.19;8
Vertical strips [1010];5500000000.0;-75.19;9
Vertical strips [0101];5500000000.0;-75.01;10
Horizontal strips [1010];5500000000.0;-75.01;11
Horizontal strips [0101];5500000000.0;-75.02;12
Chessboard [1010/0101];5500000000.0;-75.15;13
Chessboard [0101/1010];5500000000.0;-75.03;14
Thick vertical strips [1100];5500000000.0;-75.09;15
Thick vertical strips [0011];5500000000.0;-74.99;16
Thicker vertical strips [11110000];5500000000.0;-75.01;17
Thicker vertical strips [00001111];5500000000.0;-75.09;18
Thick horizontal strips [1100];5500000000.0;-75.01;19
Thick horizontal strips [0011];5500000000.0;-74.96;20
Chessboard [11001100/00110011];5500000000.0;-75.01;21
Chest;5500000000.0;-75.03;22
Dartboard;5500000000.0;-75.24;23
Random 1;5500000000.0;-74.71;24
Random 2;5500000000.0;-74.71;25
Random 3;5500000000.0;-74.63;26
Random 4;5500000000.0;-74.69;27
