0;0000000000000000000000000000000000000000000000000000000000000000;[[-72, 65, 0], [-72, 66, 0], [-72, 67, 0], [-72, 68, 0], [-72, 69, 0], [-72, 70, 0], [-72, 71, 0], [-72, 72, 0], [-72, 73, 0], [-72, 74, 0], [-72, 75, 0], [-72, 76, 0], [-72, 77, 0], [-72, 78, 0], [-72, 79, 0], [-72, 80, 0], [-72, 81, 0], [-72, 82, 0], [-72, 83, 0], [-72, 84, 0], [-72, 85, 0], [-72, 62, 60], [-72, 63, 60], [-72, 64, 60], [-72, 65, 60], [-72, 66, 60], [-72, 67, 60], [-72, 68, 60], [-72, 69, 60], [-72, 70, 60], [-72, 71, 60], [-72, 72, 60], [-72, 73, 60], [-72, 74, 60], [-72, 75, 60], [-72, 70, 300], [-72, 71, 300], [-72, 72, 300], [-72, 73, 300], [-72, 74, 300], [-72, 75, 300], [-72, 76, 300], [-72, 77, 300], [-72, 78, 300], [-72, 79, 300], [-72, 80, 300], [-72, 81, 300], [-72, 82, 300], [-72, 83, 300], [-72, 84, 300], [-72, 85, 300], [-72, 86, 300], [-72, 87, 300], [-72, 88, 300], [-72, 89, 300], [-72, 90, 300]]
1;0001000100010001000100010001000100010001000100010001000100010001;[[-72, 86, 0], [-72, 87, 0], [-72, 88, 0], [-72, 61, 60]]
2;0003000300030003000300030003000300030003000300030003000300030003;[[-72, 89, 0], [-72, 90, 0], [-72, 60, 60]]
3;0007000700070007000700070007000700070007000700070007000700070007;[[-72, 64, 0], [-72, 59, 60], [-72, 69, 300]]
4;000f000f000f000f000f000f000f000f000f000f000f000f000f000f000f000f;[[-72, 63, 0], [-72, 76, 60]]
5;001f001f001f001f001f001f001f001f001f001f001f001f001f001f001f001f;[[-72, 57, 60], [-72, 58, 60]]
6;003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f;[[-72, 62, 0], [-72, 56, 60], [-72, 77, 60], [-72, 68, 300]]
7;007f007f007f007f007f007f007f007f007f007f007f007f007f007f007f007f;[[-72, 61, 0], [-72, 55, 60], [-72, 78, 60]]
8;00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff;[[-72, 59, 0], [-72, 60, 0], [-72, 53, 60], [-72, 54, 60], [-72, 79, 60], [-72, 67, 300]]
9;01fc01fc01fc01fc01fc01fc01fc01fc01fc01fc01fc01fc01fc01fc01fc01fc;[[-72, 50, 60]]
