-73.91144400185996,0x0000000000000000000000000000000000000000000000000000000000000000
-73.89752648474573,0x8000000000000000000000000000000000000000000000000000000000000000
-73.8910743339912,0x4000000000000000000000000000000000000000000000000000000000000000
-73.87556680837473,0x2000000000000000000000000000000000000000000000000000000000000000
-73.84906702489405,0x1000000000000000000000000000000000000000000000000000000000000000
-73.86440341884678,0x0800000000000000000000000000000000000000000000000000000000000000
-73.89579922335965,0x0400000000000000000000000000000000000000000000000000000000000000
-73.92267966103721,0x0200000000000000000000000000000000000000000000000000000000000000
-73.94185139201619,0x0300000000000000000000000000000000000000000000000000000000000000
-73.97111169012872,0x0380000000000000000000000000000000000000000000000000000000000000
-73.99637535925989,0x03c0000000000000000000000000000000000000000000000000000000000000
-74.05291530064174,0x03e0000000000000000000000000000000000000000000000000000000000000
-74.09080571680516,0x03f0000000000000000000000000000000000000000000000000000000000000
-74.08736191786728,0x03f8000000000000000000000000000000000000000000000000000000000000
-74.09529148067509,0x03f4000000000000000000000000000000000000000000000000000000000000
-74.10516967925874,0x03f6000000000000000000000000000000000000000000000000000000000000
-74.12576329767644,0x03f7000000000000000000000000000000000000000000000000000000000000
-74.10092362014207,0x03f7800000000000000000000000000000000000000000000000000000000000
-74.0913515957919,0x03f7400000000000000000000000000000000000000000000000000000000000
-74.07716996900804,0x03f7200000000000000000000000000000000000000000000000000000000000
-74.03249299681032,0x03f7100000000000000000000000000000000000000000000000000000000000
-74.02420242873582,0x03f7080000000000000000000000000000000000000000000000000000000000
-74.05462217378569,0x03f7040000000000000000000000000000000000000000000000000000000000
-74.10423496791294,0x03f7020000000000000000000000000000000000000000000000000000000000
-74.11796758082006,0x03f7010000000000000000000000000000000000000000000000000000000000
-74.14556182038177,0x03f7008000000000000000000000000000000000000000000000000000000000
-74.17979552338531,0x03f700c000000000000000000000000000000000000000000000000000000000
-74.22331949666544,0x03f700e000000000000000000000000000000000000000000000000000000000
-74.24394722251625,0x03f700f000000000000000000000000000000000000000000000000000000000
-74.24061377160437,0x03f700f800000000000000000000000000000000000000000000000000000000
-74.24822214528635,0x03f700f400000000000000000000000000000000000000000000000000000000
-74.23389867731146,0x03f700f600000000000000000000000000000000000000000000000000000000
-74.22919093693172,0x03f700f500000000000000000000000000000000000000000000000000000000
-74.21327915248814,0x03f700f480000000000000000000000000000000000000000000000000000000
-74.22712261645825,0x03f700f440000000000000000000000000000000000000000000000000000000
-74.23553273203846,0x03f700f420000000000000000000000000000000000000000000000000000000
-74.21957014085768,0x03f700f410000000000000000000000000000000000000000000000000000000
-74.19630107441387,0x03f700f408000000000000000000000000000000000000000000000000000000
-74.17676110510583,0x03f700f404000000000000000000000000000000000000000000000000000000
-74.20482560042497,0x03f700f402000000000000000000000000000000000000000000000000000000
-74.25765200833102,0x03f700f401000000000000000000000000000000000000000000000000000000
-74.29837852424674,0x03f700f401800000000000000000000000000000000000000000000000000000
-74.33336509071982,0x03f700f401c00000000000000000000000000000000000000000000000000000
-74.35802236398855,0x03f700f401e00000000000000000000000000000000000000000000000000000
-74.37034446876366,0x03f700f401f00000000000000000000000000000000000000000000000000000
-74.36710808112785,0x03f700f401f80000000000000000000000000000000000000000000000000000
-74.3782887644582,0x03f700f401f40000000000000000000000000000000000000000000000000000
-74.34597425432234,0x03f700f401f60000000000000000000000000000000000000000000000000000
-74.37511030991713,0x03f700f401f50000000000000000000000000000000000000000000000000000
-74.36473793845315,0x03f700f401f48000000000000000000000000000000000000000000000000000
-74.37051393125917,0x03f700f401f44000000000000000000000000000000000000000000000000000
-74.37015875664862,0x03f700f401f42000000000000000000000000000000000000000000000000000
-74.3458683955205,0x03f700f401f41000000000000000000000000000000000000000000000000000
-74.3147359308782,0x03f700f401f40800000000000000000000000000000000000000000000000000
-74.30085790979041,0x03f700f401f40400000000000000000000000000000000000000000000000000
-74.34350892332765,0x03f700f401f40200000000000000000000000000000000000000000000000000
-74.39798014790385,0x03f700f401f40100000000000000000000000000000000000000000000000000
-74.42071485185957,0x03f700f401f40180000000000000000000000000000000000000000000000000
-74.43887297852294,0x03f700f401f401c0000000000000000000000000000000000000000000000000
-74.45467215889579,0x03f700f401f401e0000000000000000000000000000000000000000000000000
-74.4654938872163,0x03f700f401f401f0000000000000000000000000000000000000000000000000
-74.47567368696977,0x03f700f401f401f8000000000000000000000000000000000000000000000000
-74.50149014803556,0x03f700f401f401fc000000000000000000000000000000000000000000000000
-74.5155882097029,0x03f700f401f401fe000000000000000000000000000000000000000000000000
-74.55947810429316,0x03f700f401f401ff000000000000000000000000000000000000000000000000
-74.56295021811684,0x03f700f401f401ff800000000000000000000000000000000000000000000000
-74.55901561512218,0x03f700f401f401ffc00000000000000000000000000000000000000000000000
-74.54732395290256,0x03f700f401f401ffa00000000000000000000000000000000000000000000000
-74.49294307682064,0x03f700f401f401ff900000000000000000000000000000000000000000000000
-74.46543190696023,0x03f700f401f401ff880000000000000000000000000000000000000000000000
-74.47630003663329,0x03f700f401f401ff840000000000000000000000000000000000000000000000
-74.52800772073385,0x03f700f401f401ff820000000000000000000000000000000000000000000000
-74.57197423700568,0x03f700f401f401ff810000000000000000000000000000000000000000000000
-74.57539129114294,0x03f700f401f401ff818000000000000000000000000000000000000000000000
-74.57818189653364,0x03f700f401f401ff81c000000000000000000000000000000000000000000000
-74.59049680635526,0x03f700f401f401ff81e000000000000000000000000000000000000000000000
-74.61413734275978,0x03f700f401f401ff81f000000000000000000000000000000000000000000000
-74.63304777650328,0x03f700f401f401ff81f800000000000000000000000000000000000000000000
-74.66585799911758,0x03f700f401f401ff81fc00000000000000000000000000000000000000000000
