params_id,source,power,timestamp,source_timestamp,RIS_connected,RIS_1_pattern
1,Rx,0.0,2024-07-19 15:36:30,2024-07-19 17:38:45,No,
1,Rx,0.0,2024-07-19 15:36:31,2024-07-19 17:38:49,No,
1,Rx,0.0,2024-07-19 15:36:33,2024-07-19 17:38:50,No,
1,Rx,0.0,2024-07-19 15:36:34,2024-07-19 17:38:51,No,
1,Rx,9.395760265171903,2024-07-19 15:36:35,2024-07-19 17:38:52,No,
1,Rx,9.395760265171903,2024-07-19 15:36:36,2024-07-19 17:38:53,No,
1,Rx,9.395760265171903,2024-07-19 15:36:37,2024-07-19 17:38:54,Yes,0x0000000000000000000000000000000000000000000000000000000000000000
1,Rx,9.395760265171903,2024-07-19 15:36:38,2024-07-19 17:38:55,Yes,0x0000000000000000000000000000000000000000000000000000000000000000
1,Rx,13.112765336621909,2024-07-19 15:36:39,2024-07-19 17:38:56,Yes,0x0000000000000000000000000000000000000000000000000000000000000000
1,Rx,13.112765336621909,2024-07-19 15:36:40,2024-07-19 17:38:58,Yes,0x0000000000000000000000000000000000000000000000000000000000000000
1,Rx,13.112765336621909,2024-07-19 15:36:41,2024-07-19 17:38:59,Yes,0x0000000000000000000000000000000000000000000000000000000000000000
1,Rx,12.386130374832023,2024-07-19 15:36:43,2024-07-19 17:39:00,Yes,0x0000000000000000000000000000000000000000000000000000000000000000
1,Rx,12.386130374832023,2024-07-19 15:36:44,2024-07-19 17:39:01,Yes,0x0000000000000000000000000000000000000000000000000000000000000000
1,Rx,12.386130374832023,2024-07-19 15:36:45,2024-07-19 17:39:02,Yes,0x0000000000000000000000000000000000000000000000000000000000000000
1,Rx,12.386130374832023,2024-07-19 15:36:46,2024-07-19 17:39:03,Yes,0x0000000000000000000000000000000000000000000000000000000000000000
1,Rx,12.789280763181988,2024-07-19 15:36:47,2024-07-19 17:39:05,Yes,0x0000000000000000000000000000000000000000000000000000000000000000
1,Rx,12.789280763181988,2024-07-19 15:36:48,2024-07-19 17:39:06,Yes,0x0000000000000000000000000000000000000000000000000000000000000000
1,Rx,12.789280763181988,2024-07-19 15:36:49,2024-07-19 17:39:07,Yes,0x0000000000000000000000000000000000000000000000000000000000000000
1,Rx,13.095284408840296,2024-07-19 15:36:50,2024-07-19 17:39:08,Yes,0x0000000000000000000000000000000000000000000000000000000000000000
1,Rx,13.095284408840296,2024-07-19 15:36:51,2024-07-19 17:39:09,Yes,0x0000000000000000000000000000000000000000000000000000000000000000
1,Rx,13.095284408840296,2024-07-19 15:36:52,2024-07-19 17:39:10,Yes,0x0000000000000000000000000000000000000000000000000000000000000000
1,Rx,13.095284408840296,2024-07-19 15:36:53,2024-07-19 17:39:11,Yes,0x00FF00FF00FF00FF00FF00FF00FF00FF00FF00FF00FF00FF00FF00FF00FF00FF
1,Rx,12.88904540971769,2024-07-19 15:36:54,2024-07-19 17:39:12,Yes,0x00FF00FF00FF00FF00FF00FF00FF00FF00FF00FF00FF00FF00FF00FF00FF00FF
1,Rx,12.88904540971769,2024-07-19 15:36:55,2024-07-19 17:39:13,Yes,0x00FF00FF00FF00FF00FF00FF00FF00FF00FF00FF00FF00FF00FF00FF00FF00FF
1,Rx,12.88904540971769,2024-07-19 15:36:57,2024-07-19 17:39:14,Yes,0x00FF00FF00FF00FF00FF00FF00FF00FF00FF00FF00FF00FF00FF00FF00FF00FF
1,Rx,12.88904540971769,2024-07-19 15:36:58,2024-07-19 17:39:15,Yes,0x00FF00FF00FF00FF00FF00FF00FF00FF00FF00FF00FF00FF00FF00FF00FF00FF
1,Rx,12.50505517521215,2024-07-19 15:36:59,2024-07-19 17:39:16,Yes,0x00FF00FF00FF00FF00FF00FF00FF00FF00FF00FF00FF00FF00FF00FF00FF00FF
1,Rx,12.50505517521215,2024-07-19 15:37:00,2024-07-19 17:39:17,Yes,0x00FF00FF00FF00FF00FF00FF00FF00FF00FF00FF00FF00FF00FF00FF00FF00FF
1,Rx,12.50505517521215,2024-07-19 15:37:01,2024-07-19 17:39:18,Yes,0x00FF00FF00FF00FF00FF00FF00FF00FF00FF00FF00FF00FF00FF00FF00FF00FF
1,Rx,12.50505517521215,2024-07-19 15:37:02,2024-07-19 17:39:19,Yes,0x00FF00FF00FF00FF00FF00FF00FF00FF00FF00FF00FF00FF00FF00FF00FF00FF
1,Rx,12.384480058677285,2024-07-19 15:37:03,2024-07-19 17:39:21,Yes,0x00FF00FF00FF00FF00FF00FF00FF00FF00FF00FF00FF00FF00FF00FF00FF00FF
1,Rx,12.384480058677285,2024-07-19 15:37:04,2024-07-19 17:39:22,Yes,0x00FF00FF00FF00FF00FF00FF00FF00FF00FF00FF00FF00FF00FF00FF00FF00FF
