0;-67.21018219
1;-67.22441864
2;-67.23323059
3;-67.21971893
4;-67.20952606
5;-67.21795654
6;-67.22970581
7;-67.22302246
8;-67.21906281
9;-67.22177887
10;-67.21187592
11;-67.21766663
12;-67.22530365
13;-67.21304321
14;-67.21965027
15;-67.21356201
16;-67.19766235
17;-67.22001648
18;-67.21135712
19;-67.20161438
20;-67.21605682
21;-67.21730042
22;-67.19319153
23;-67.1958313
24;-67.19202423
25;-67.19773102
26;-67.20153809
27;-67.22324371
28;-67.21766663
29;-67.2094574
